#UNIQUE-ID	TYPES	COMMON-NAME
PWY-7082	Ammonia-oxidation; CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Super-Pathways;	ammonia oxidation IV (autotrophic ammonia oxidizers);
PWY-5837	DHNA-Biosynthesis;	2-carboxy-1,4-naphthoquinol biosynthesis;
PWY-6407	Siderophores-Biosynthesis;	yersiniabactin biosynthesis;
PWY-7620	Naphthalene-Degradation;	naphthalene degradation (anaerobic);
PWY-5203	TRITERPENOID-SYN;	soybean saponin I biosynthesis;
PWY0-1573	ANAEROBIC-RESPIRATION; Electron-Transfer; Nitrate-Reduction;	nitrate reduction VIIIb (dissimilatory);
PWY-6574	Siderophores-Biosynthesis;	achromobactin biosynthesis;
PWY-5462	Methylglyoxal-Detoxification;	methylglyoxal degradation II;
PWY-5903	Siderophores-Biosynthesis; Super-Pathways;	bacillibactin biosynthesis;
PWY-5863	Phylloquinone-Biosynthesis; Super-Pathways;	superpathway of phylloquinol biosynthesis;
PWY-7484	DITERPENOID-SYN; TERPENOID-PHYTOALEXINS;	phytocassanes biosynthesis, shared reactions;
PWY-7130	Sugars-And-Polysaccharides-Degradation;	L-glucose degradation;
PWY-761	Siderophores-Biosynthesis;	rhizobactin 1021 biosynthesis;
PWY-2242	Ammonia-oxidation;	ammonia oxidation III;
GALACTUROCAT-PWY	D-Galacturonate-Degradation;	D-galacturonate degradation I;
ASPARTATE-DEG1-PWY	ASPARTATE-DEG;	L-aspartate degradation I;
PWY0-1275	Lipoate-Biosynthesis;	lipoate biosynthesis and incorporation II;
PWY0-1578	ANAEROBIC-RESPIRATION; Electron-Transfer;	hydrogen to trimethylamine N-oxide electron transfer;
PWY-8029	Limonene-Degradation;	limonene degradation IV (anaerobic);
PWY-5152	LEUCOANTHOCYANIDIN-SYN;	leucodelphinidin biosynthesis;
FUCCAT-PWY	Sugars-And-Polysaccharides-Degradation;	fucose degradation;
PWY-5874	Heme-Degradation;	heme degradation I;
PWY-6482	Amino-Acids-Modification;	diphthamide biosynthesis I (archaea);
PWY-5434	DMNT-Biosynthesis;	(3<i>E</i>)-4,8-dimethylnona-1,3,7-triene biosynthesis I;
MALATE-ASPARTATE-SHUTTLE-PWY	ASPARTATE-DEG;	L-aspartate degradation II;
PWY-7066	TRITERPENOID-SYN;	glycyrrhetinate biosynthesis;
PWY-4601	ANAEROBIC-RESPIRATION;	arsenate reduction (respiratory);
PWY-7860	Nitric-Oxide-Biosynthesis;	nitric oxide biosynthesis III (bacteria);
PWY-5453	Methylglyoxal-Detoxification;	methylglyoxal degradation III;
PWY-7459	Sugars-And-Polysaccharides-Degradation;	kojibiose degradation;
PWY-7845	Heme-Degradation;	heme degradation II;
PWY-5905	Amino-Acids-Modification;	hypusine biosynthesis;
PWY-6731	Starch-Degradation;	starch degradation III;
PWY-6724	Starch-Degradation;	starch degradation II;
PWY-7382	Lipoate-Biosynthesis;	lipoate biosynthesis and incorporation (yeast);
PWY0-1584	ANAEROBIC-RESPIRATION; Electron-Transfer; Nitrate-Reduction;	nitrate reduction X (dissimilatory, periplasmic);
PWY-6526	Limonene-Degradation;	limonene degradation III (to perillate);
PWY-6737	Starch-Degradation;	starch degradation V;
PWY-40	Putrescine-Biosynthesis;	putrescine biosynthesis I;
PWY-6735	Starch-Degradation;	starch degradation IV;
PWY-5428	Xylene-Degradation;	1,3-dimethylbenzene degradation to 3-methylbenzoate;
MALTOSECAT-PWY	Sugars-And-Polysaccharides-Degradation;	maltose degradation;
PWY-7848	Heme-Degradation;	heme degradation VII;
PWY-4921	Amino-Acids-Modification; Citrulline-Biosynthesis;	protein citrullination;
PWY-6305	Putrescine-Biosynthesis;	putrescine biosynthesis IV;
PWY-5429	Xylene-Degradation;	1,4-dimethylbenzene degradation to 4-methylbenzoate;
PWY-5672	TRITERPENOID-SYN;	ginsenosides biosynthesis;
PWY-6530	ANAEROBIC-RESPIRATION;	perchlorate reduction;
PWY-46	Putrescine-Biosynthesis;	putrescine biosynthesis III;
PWY-6845	Nitric-Oxide-Biosynthesis;	nitric oxide biosynthesis I (plants);
PWY-5459	Methylglyoxal-Detoxification; Super-Pathways;	methylglyoxal degradation IV;
PWY0-1301	Sugars-And-Polysaccharides-Degradation;	melibiose degradation;
PWY-7844	Heme-Degradation;	heme degradation III;
PWY-7546	Amino-Acids-Modification;	diphthamide biosynthesis II (eukaryotes);
PWY-43	Putrescine-Biosynthesis;	putrescine biosynthesis II;
PWY-1581	Plastoquinone-Biosynthesis;	plastoquinol-9 biosynthesis I;
PWY0-522	Lipoate-Biosynthesis;	lipoate salvage I;
PWY0-1321	ANAEROBIC-RESPIRATION; Electron-Transfer; Nitrate-Reduction;	nitrate reduction III (dissimilatory);
PWY-5479	LIGNAN-SYN;	6-methoxypodophyllotoxin biosynthesis;
PWY-6978	Plastoquinone-Biosynthesis;	plastoquinol-9 biosynthesis II;
P302-PWY	Sugars-And-Polysaccharides-Degradation;	L-sorbose degradation;
PWY-7847	Heme-Degradation;	heme degradation VI;
PWY-5864	Plastoquinone-Biosynthesis; Super-Pathways;	superpathway of plastoquinol biosynthesis;
PWY-7069	TRITERPENOID-SYN;	oleanolate biosynthesis;
PWY0-1348	ANAEROBIC-RESPIRATION; Electron-Transfer;	NADH to dimethyl sulfoxide electron transfer;
PWY-8011	SERINE-BIOSYNTHESIS;	L-serine biosynthesis II;
PWY0-44	Sugars-And-Polysaccharides-Degradation;	D-allose degradation;
PWY-7843	Heme-Degradation;	heme degradation IV;
SERSYN-PWY	SERINE-BIOSYNTHESIS;	L-serine biosynthesis I;
PWY-6987	Lipoate-Biosynthesis;	lipoate biosynthesis and incorporation III (Bacillus);
DENITRIFICATION-PWY	ANAEROBIC-RESPIRATION; Denitrification; Nitrate-Reduction;	nitrate reduction I (denitrification);
PWY-7139	LIGNAN-SYN;	sesaminol glucoside biosynthesis;
PWY-6527	Sugars-And-Polysaccharides-Degradation;	stachyose degradation;
PWY-7846	Heme-Degradation;	heme degradation V;
PWY-5774	TRITERPENOID-SYN;	saponin biosynthesis IV;
PWY0-1356	ANAEROBIC-RESPIRATION; Electron-Transfer;	formate to dimethyl sulfoxide electron transfer;
PWY-5474	N-CONTAINING-SECONDARY-CMPD-SYN;	hydroxycinnamic acid tyramine amides biosynthesis;
PWY-7174	MTR-1P-Degradation;	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II;
PWY-8024	N-CONTAINING-SECONDARY-CMPD-SYN;	4-hydroxyindole-3-carbonyl nitrile biosynthesis;
RIBOKIN-PWY	Sugars-And-Polysaccharides-Degradation;	ribose phosphorylation;
HISHP-PWY	HISTIDINE-DEG;	L-histidine degradation VI;
PWY-5473	N-CONTAINING-SECONDARY-CMPD-SYN;	hydroxycinnamic acid serotonin amides biosynthesis;
SERDEG-PWY	SERINE-DEG;	L-serine degradation;
PWY0-501	Lipoate-Biosynthesis;	lipoate biosynthesis and incorporation I;
PWY0-1577	ANAEROBIC-RESPIRATION; Electron-Transfer;	hydrogen to dimethyl sulfoxide electron transfer;
PWY-6448	N-CONTAINING-SECONDARY-CMPD-SYN;	hordatine biosynthesis;
PWY-8055	N-CONTAINING-SECONDARY-CMPD-SYN;	palmitoyl ethanolamide biosynthesis;
PWY-7630	LIGNAN-SYN;	hinokinin biosynthesis;
PWY-3181	ALKALOIDS-SYN; N-CONTAINING-SECONDARY-CMPD-SYN; TRYPTOPHAN-DEG;	L-tryptophan degradation VI (via tryptamine);
PWY-7077	Sugars-And-Polysaccharides-Degradation;	<i>N</i>-acetyl-D-galactosamine degradation;
PWY-5030	HISTIDINE-DEG;	L-histidine degradation III;
PWY-6190	Dichlorotoluene-Degradation;	2,4-dichlorotoluene degradation;
PWY-6442	N-CONTAINING-SECONDARY-CMPD-SYN;	spermidine hydroxycinnamic acid conjugates biosynthesis;
PWY-5691	Urate-Degradation;	urate conversion to allantoin I;
PWY-7473	TRITERPENOID-SYN;	avenacin A-1 biosynthesis;
P303-PWY	ANAEROBIC-RESPIRATION; Ammonia-oxidation; CHEMOAUTOTROPHIC-ENERGY-METABOLISM;	ammonia oxidation II (anaerobic);
PWY-8052	N-CONTAINING-SECONDARY-CMPD-SYN;	2-arachidonoylglycerol biosynthesis;
PWY-4361	MTR-1P-Degradation;	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I;
PWY-5787	AROMATIC-COMPOUNDS-BIOSYN;	oligomeric urushiol biosynthesis;
PWY-7849	Urate-Degradation;	urate conversion to allantoin III;
PWY-6320	AROMATIC-COMPOUNDS-BIOSYN;	phaselate biosynthesis;
PWY-7395	Sugars-And-Polysaccharides-Degradation;	D-galactosamine and <i>N</i>-acetyl-D-galactosamine degradation;
PWY-6458	AROMATIC-COMPOUNDS-BIOSYN;	benzoyl-CoA biosynthesis;
HISDEG-PWY	HISTIDINE-DEG;	L-histidine degradation I;
PWY-6930	AROMATIC-COMPOUNDS-BIOSYN; Metabolic-Clusters;	phenolic malonylglucosides biosynthesis;
PWY-6531	SUGAR-ALCOHOLS-DEG;	mannitol cycle;
PWY-5901	AROMATIC-COMPOUNDS-BIOSYN;	2,3-dihydroxybenzoate biosynthesis;
PWY-7394	Urate-Degradation;	urate conversion to allantoin II;
PWY-6297	Inactivation;	tuberonate glucoside biosynthesis;
PWY-5274	Sulfide-Oxidation;	sulfide oxidation II (sulfide dehydrogenase);
PWY-6457	AROMATIC-COMPOUNDS-BIOSYN; CINNAMATE-SYN;	cinnamoyl-CoA biosynthesis;
PWY0-1582	ANAEROBIC-RESPIRATION; Electron-Transfer;	glycerol-3-phosphate to fumarate electron transfer;
PWY-6752	AROMATIC-COMPOUNDS-BIOSYN;	<i>o</i>-diquinones biosynthesis;
PWY-7927	Sulfide-Oxidation;	sulfide oxidation IV (metazoa);
PWY-5751	AROMATIC-COMPOUNDS-BIOSYN; PHENYLPROPANOID-SYN;	phenylethanol biosynthesis;
PWY-5886	AROMATIC-COMPOUNDS-BIOSYN;	4-hydroxyphenylpyruvate biosynthesis;
PWY-5469	LIGNAN-SYN;	sesamin biosynthesis;
PWY-6323	AROMATIC-COMPOUNDS-BIOSYN;	benzoylanthranilate biosynthesis;
LYXMET-PWY	Sugars-And-Polysaccharides-Degradation;	L-lyxose degradation;
PWY-6707	AROMATIC-COMPOUNDS-BIOSYN;	gallate biosynthesis;
PWY-6192	Dichlorotoluene-Degradation;	3,4-dichlorotoluene degradation;
PWY-7912	Bioluminescence;	dinoflagellate bioluminescencexxx;
PWY-5028	HISTIDINE-DEG;	L-histidine degradation II;
PWY-5996	Oleate-Biosynthesis;	oleate biosynthesis II (animals and fungi);
PWY-7303	AROMATIC-COMPOUNDS-BIOSYN;	3-dimethylallyl-4-hydroxybenzoate biosynthesis;
PWY-7786	SUGAR-ALCOHOLS-DEG;	D-threitol degradation;
PWY-6160	3-Dehydroquinate-Biosynthesis;	3-dehydroquinate biosynthesis II (archaea);
PWY-7859	Inactivation;	jasmonoyl-L-isoleucine inactivation;
PWY-6005	TRITERPENOID-SYN;	marneral biosynthesis;
PWY-6967	Methylamine-Degradation;	methylamine degradation I;
PWY-6529	ANAEROBIC-RESPIRATION;	chlorate reduction;
PWY-6459	Peptidoglycan-Cross-Bridge-Biosynthesis;	peptidoglycan cross-bridge biosynthesis I (S. aureus);
PWY-6164	3-Dehydroquinate-Biosynthesis;	3-dehydroquinate biosynthesis I;
P282-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Electron-Transfer;	nitrite oxidation;
PWY-7759	Chlorophyll-Biosynthesis;	bacteriochlorophyll <i>c</i> biosynthesis;
PWY0-1300	Sugars-And-Polysaccharides-Degradation;	2-<I>O</I>-&alpha;-mannosyl-D-glycerate degradation;
PWY-6463	Peptidoglycan-Cross-Bridge-Biosynthesis;	peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens);
HISTDEG-PWY	HISTIDINE-DEG;	L-histidine degradation IV;
PWY18C3-20	BENZENOID-SYN;	gentisate 5-<i>O</i>-&beta;-<i>D</i>-xylopyranoside biosynthesis;
DARABITOLUTIL-PWY	SUGAR-ALCOHOLS-DEG;	D-arabitol degradation;
PWY-2083	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN;	isoflavonoid biosynthesis II;
PWY-7084	ANAEROBIC-RESPIRATION; Ammonia-oxidation; Denitrification; Super-Pathways;	nitrifier denitrification;
PWY-6462	Peptidoglycan-Cross-Bridge-Biosynthesis;	peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis);
PWY-7135	ALKALOIDS-SYN;	emetine biosynthesis;
PWY-7609	ALKALOIDS-SYN; Super-Pathways;	superpathway of roquefortine, meleagrin and neoxaline biosynthesis;
PWY-6824	LIGNAN-SYN;	justicidin B biosynthesis;
PWY-7758	Chlorophyll-Biosynthesis;	bacteriochlorophyll <i>d</i> biosynthesis;
PWY-7525	ALKALOIDS-SYN;	fumitremorgin C biosynthesis;
PWY-6461	Peptidoglycan-Cross-Bridge-Biosynthesis;	peptidoglycan cross-bridge biosynthesis II (E. faecium);
DARABCATK12-PWY	D-Arabinose-Degradation;	D-arabinose degradation I;
PWY-6191	Dichlorotoluene-Degradation;	2,5-dichlorotoluene degradation;
PWY-7915	Bioluminescence;	jellyfish bioluminescence;
PWY-5031	HISTIDINE-DEG;	L-histidine degradation V;
PWY-5147	Oleate-Biosynthesis;	oleate biosynthesis I (plants);
PWY-4202	Arsenate-Detoxification;	arsenate detoxification I (glutaredoxin);
PWY-7704	ALKALOIDS-SYN;	viridicatin biosynthesis;
RIBITOLUTIL-PWY	SUGAR-ALCOHOLS-DEG;	ribitol degradation;
PWY-2345	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN; Interconversion;	genistein conjugates interconversion;
PWY-7476	Super-Pathways; TRITERPENOID-SYN;	superpathway of avenacin A biosynthesis;
PWY-6965	Methylamine-Degradation;	methylamine degradation II;
PWY0-1347	ANAEROBIC-RESPIRATION; Electron-Transfer;	NADH to trimethylamine <i>N</i>-oxide electron transfer;
PWY-7543	ALKALOIDS-SYN;	5-<i>N</i>-acetylardeemin biosynthesis;
PWY-5285	CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfide-Oxidation;	sulfide oxidation III (persulfide dioxygenase);
PWY18C3-2	ALKALOIDS-SYN;	solasodine and soladulcidine biosynthesis;
PWY-7762	Chlorophyll-Biosynthesis;	bacteriochlorophyll <i>b</i> biosynthesis;
PWY-5710	ALKALOIDS-SYN;	capsaicin biosynthesis;
PWY-7003	Alcohol-Biosynthesis; Super-Pathways;	glycerol degradation to butanol;
DARABCAT-PWY	D-Arabinose-Degradation;	D-arabinose degradation II;
PWY-6143	CMP-Sugar-Biosynthesis;	CMP-pseudaminate biosynthesis;
PWY-6421	Arsenate-Detoxification;	arsenate detoxification III (mycothiol);
PWY-7558	ALKALOIDS-SYN;	&alpha;-cyclopiazonate detoxification;
LARABITOLUTIL-PWY	SUGAR-ALCOHOLS-DEG;	xylitol degradation;
PWY-2467	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN;	(+)-pisatin biosynthesis;
PWY18C3-6	ALKALOIDS-SYN; Super-Pathways;	superpathway of glycoalkaloid metabolism (Solanaceae);
PWY-5958	ALKALOIDS-SYN;	acridone alkaloid biosynthesis;
PWY-5088	Fermentation-to-propanoate; GLUTAMATE-DEG; Super-Pathways;	L-glutamate degradation VIII (to propanoate);
PWY-7491	LIGNAN-SYN; Metabolic-Clusters;	podophyllotoxin glucosides metabolism;
PWY-5526	Chlorophyll-Biosynthesis;	bacteriochlorophyll <i>a</i> biosynthesis;
PWY-7604	ALKALOIDS-SYN;	notoamide C and D biosynthesis;
PWY-7396	Alcohol-Biosynthesis;	butanol and isobutanol biosynthesis (engineered);
PWY-5519	D-Arabinose-Degradation;	D-arabinose degradation III;
PWY-7723	Bioluminescence;	bacterial bioluminescence;
PWY-4621	Arsenate-Detoxification;	arsenate detoxification II (glutaredoxin);
PWY-7664	Oleate-Biosynthesis;	oleate biosynthesis IV (anaerobic);
PWY-6587	Pyruvate-Ethanol-Fermentation;	pyruvate fermentation to ethanol III;
PWY-6923	ALKALOIDS-SYN;	ricinine degradation;
P562-PWY	SUGAR-ALCOHOLS-DEG;	<I>myo</I>-inositol degradation I;
PWY-2761	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN;	(-)-glycinol biosynthesis;
PWY-6098	TRITERPENOID-SYN;	diploterol biosynthesis;
PWY-7608	ALKALOIDS-SYN;	neoxaline biosynthesis;
PWY-5486	Pyruvate-Ethanol-Fermentation;	pyruvate fermentation to ethanol II;
P222-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfide-Oxidation;	sulfide oxidation I (sulfide-quinone reductase);
PWY-7265	ALKALOIDS-SYN;	lampranthin biosynthesis;
PWY-6048	Methylthiopropionate-Degradation;	methylthiopropanoate degradation I (cleavage);
PWY-7760	Chlorophyll-Biosynthesis;	bacteriochlorophyll <i>e</i> biosynthesis;
PWY-7660	ALKALOIDS-SYN;	tryptoquialanine biosynthesis;
PWY-6583	Alcohol-Biosynthesis; Pyruvate-Butanol-Fermentation;	pyruvate fermentation to butanol I;
PWY-7529	CMP-Sugar-Biosynthesis;	CMP-<i>N</i>-acetyl-7-<i>O</i>-acetylneuraminate biosynthesis;
PWY-5480	Pyruvate-Ethanol-Fermentation;	pyruvate fermentation to ethanol I;
PWY-7542	ALKALOIDS-SYN;	fumiquinazoline D biosynthesis;
PWY-7241	SUGAR-ALCOHOLS-DEG;	<I>myo</I>-inositol degradation II;
PWY-2904	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN; Interconversion;	formononetin conjugates interconversion;
PWY-7686	L-Malate-Degradation;	L-malate degradation II;
PWY-7826	ALKALOIDS-SYN;	<i>Amaryllidacea</i> alkaloids biosynthesis;
PWY-5666	ALKALOIDS-SYN;	&alpha;-solanine/&alpha;-chaconine biosynthesis;
PWY-7749	LIGNAN-SYN;	(-)-4'-demethyl-epipodophyllotoxin biosynthesis;
PWY-5068	Chlorophyll-a-Biosynthesis;	chlorophyll cycle;
PWY-7555	ALKALOIDS-SYN;	&alpha;-cyclopiazonate biosynthesis;
PWY-6886	Alcohol-Biosynthesis; Super-Pathways;	1-butanol autotrophic biosynthesis (engineered);
PWY-7914	Bioluminescence;	coral bioluminescence;
PWY-7587	Oleate-Biosynthesis;	oleate biosynthesis III (cyanobacteria);
PWY18C3-4	ALKALOIDS-SYN;	solasodine glycosylation;
PWY-7862	SUGAR-ALCOHOLS-DEG;	D-altritol and galactitol degradation;
PWY-2002	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN;	isoflavonoid biosynthesis I;
PWY-2541	Sterol-Biosynthesis; TRITERPENOID-SYN;	phytosterol biosynthesis (plants);
PWY-7720	SESTERTERPENOID-BIOSYNTHESIS;	ophiobolin F biosynthesis;
PWY-5883	ALKALOIDS-SYN;	ephedrine biosynthesis;
PWY-7736	SESTERTERPENOID-BIOSYNTHESIS;	stellatic acid biosynthesis;
PWY-5276	CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfite-Oxidation;	sulfite oxidation I;
PWY-7603	ALKALOIDS-SYN;	stephacidin A biosynthesis;
PWY-6045	Methylthiopropionate-Degradation;	methylthiopropanonate degradation II (demethylation);
PWY-7764	Chlorophyll-a-Biosynthesis;	chlorophyll <i>a</i> biosynthesis III;
PWY-6503	ALKALOIDS-SYN; Super-Pathways;	superpathway of ergotamine biosynthesis;
PWY-7385	Alcohol-Biosynthesis;	1,3-propanediol biosynthesis (engineered);
PWY-6140	CMP-Sugar-Biosynthesis;	CMP-2-keto-3-deoxy-D-<i>glycero</i>-D-<i>galacto</i>-nononate biosynthesis;
PWY-7607	ALKALOIDS-SYN;	meleagrin biosynthesis;
HEXITOLDEGSUPER-PWY	SUGAR-ALCOHOLS-DEG; Super-Pathways;	superpathway of hexitol degradation (bacteria);
PWY66-3	Sterol-Biosynthesis; Super-Pathways;	cholesterol biosynthesis II (via 24,25-dihydrolanosterol);
PWY-4681	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN;	kievitone biosynthesis;
PWY-7138	ALKALOIDS-SYN;	noscapine biosynthesis;
PWY-2681	CYTOKININ-BIOSYNTHESIS;	<i>trans</i>-zeatin biosynthesis;
PWY-7612	ALKALOIDS-SYN;	chaetoglobosin A biosynthesis;
PWY-5466	LIGNAN-SYN;	matairesinol biosynthesis;
PWY-5703	Urea-Degradation;	urea degradation I;
PWY-5064	Chlorophyll-a-Biosynthesis;	chlorophyll <i>a</i> biosynthesis II;
PWY-7526	ALKALOIDS-SYN;	fumitremorgin A biosynthesis;
PWY-6130	Alcohol-Biosynthesis; GLYCEROL-DEG;	glycerol degradation III;
PWY-2901	CYTOKININ-BIOSYNTHESIS; Metabolic-Clusters;	cytokinins 9-<i>N</i>-glucoside biosynthesis;
PWY-7937	Bioluminescence;	fungal bioluminescence;
PWY-6762	Salicylate-Biosynthesis;	salicylate glucosides biosynthesis IV;
PWY-7705	ALKALOIDS-SYN;	4'-methoxyviridicatin biosynthesis;
PWY-4101	SUGAR-ALCOHOLS-DEG;	D-sorbitol degradation I;
PWY-6032	Sterol-Biosynthesis;	cardenolide biosynthesis;
PWY-5704	Urea-Degradation;	urea degradation II;
PWY-2343	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN; Interconversion;	daidzein conjugates interconversion;
PWY-6767	C30-Carotenoids-Biosynthesis; TRITERPENOID-SYN;	4,4'-diapolycopenedioate biosynthesis;
PWY-6406	Salicylate-Biosynthesis;	salicylate biosynthesis I;
PWY-5315	ALKALOIDS-SYN;	N-methyl-&Delta;<sup>1</sup>-pyrrolinium cation biosynthesis;
PWY-2881	CYTOKININ-BIOSYNTHESIS; Metabolic-Clusters;	cytokinins 7-<i>N</i>-glucoside biosynthesis;
PWY-6624	Salicylate-Biosynthesis;	salicylate glucosides biosynthesis III;
PWY-7549	ALKALOIDS-SYN;	asperlicin E biosynthesis;
PWY-7165	Ascorbate-Biosynthesis;	L-ascorbate biosynthesis VI (engineered pathway);
SULFUROX-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfur-Oxidation;	sulfur oxidation I (aerobic);
PWY-7629	Yatein-Biosynthesis;	yatein biosynthesis II;
PWY-5529	Chlorophyll-a-Biosynthesis; Super-Pathways;	superpathway of bacteriochlorophyll <i>a</i> biosynthesis;
PWY-6623	Salicylate-Biosynthesis;	salicylate glucosides biosynthesis II;
GOLPDLCAT-PWY	GLYCEROL-DEG; Super-Pathways;	superpathway of glycerol degradation to 1,3-propanediol;
PWY18C3-3	ALKALOIDS-SYN;	&alpha;-tomatine biosynthesis;
PWY-6883	Alcohol-Biosynthesis; Pyruvate-Butanol-Fermentation;	pyruvate fermentation to butanol II (engineered);
PWY-6154	Autoinducer-Biosynthesis;	autoinducer AI-2 biosynthesis II (<i>Vibrio</i>);
PWY-5967	CYTOKININ-BIOSYNTHESIS;	lupinate biosynthesis;
PWY-6145	CMP-Sugar-Biosynthesis; Super-Pathways;	superpathway of CMP-sialic acids biosynthesis;
PWY-981	Salicylate-Biosynthesis;	salicylate biosynthesis II;
DETOX1-PWY-1	REACTIVE-OXYGEN-SPECIES-DEGRADATION; Super-Pathways;	reactive oxygen species degradation;
PWY-5748	ALKALOIDS-SYN;	&gamma;-coniciene and coniine biosynthesis;
PWY-7237	SUGAR-ALCOHOLS-DEG; Super-Pathways;	<i>myo</i>-, <i>chiro</i>- and <i>scyllo</i>-inositol degradation;
PWY66-5	Sterol-Biosynthesis; Super-Pathways;	superpathway of cholesterol biosynthesis;
PWY-7748	Yatein-Biosynthesis;	yatein biosynthesis I;
PWY-2464	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN;	(-)-maackiain biosynthesis;
PWY-7600	ALKALOIDS-SYN;	peramine biosynthesis;
PWY-2781	CYTOKININ-BIOSYNTHESIS;	<i>cis</i>-zeatin biosynthesis;
DETOX1-PWY	REACTIVE-OXYGEN-SPECIES-DEGRADATION;	superoxide radicals degradation;
PWY-6027	ALKALOIDS-SYN;	capsiconiate biosynthesis;
PWY4FS-11	Ascorbate-Biosynthesis;	L-ascorbate biosynthesis II (L-gulose pathway);
PWY-6820	LIGNAN-SYN;	diphyllin biosynthesis;
PWY-5086	Chlorophyll-a-Biosynthesis;	chlorophyll <i>a</i> biosynthesis I;
PWY-7605	ALKALOIDS-SYN;	roquefortine C biosynthesis;
PWY-7541	Alcohol-Biosynthesis; Metabolic-Clusters;	1,2-propanediol biosynthesis from lactate (engineered);
PWY-6153	Autoinducer-Biosynthesis;	autoinducer AI-2 biosynthesis I;
PWY-2902	CYTOKININ-BIOSYNTHESIS; Metabolic-Clusters;	cytokinin-<i>O</i>-glucosides biosynthesis;
PWY-7913	Bioluminescence;	firefly bioluminescence;
PWY-2261	REACTIVE-OXYGEN-SPECIES-DEGRADATION;	ascorbate glutathione cycle;
PWY-7787	SUGAR-ALCOHOLS-DEG;	L-threitol degradation;
PWY-6074	Sterol-Biosynthesis;	zymosterol biosynthesis;
PWY-2701	ISOFLAVONOID-PHYTOALEXINS; ISOFLAVONOID-SYN; Interconversion;	maackiain conjugates interconversion;
PWY-7068	TRITERPENOID-SYN;	ursolate biosynthesis;
P221-PWY	Other-Degradation;	octane oxidation;
LCYSDEG-PWY	CYSTEINE-DEG;	L-cysteine degradation II;
P482-PWY	Other-Degradation;	arsonoacetate degradation;
FESULFOX-PWY	CHEMOAUTOTROPHIC-ENERGY-METABOLISM; Sulfur-Oxidation;	sulfur oxidation II (Fe<sup>+3</sup>-dependent);
