#Pathway_id	Type	Name	ECs	total_family	total_family_found	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
PWY-5272	"Abscisic-Acid-Degradation; Interconversion;"	"abscisic acid degradation by glucosylation;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-5898	"Menaquinone-Biosynthesis; Super-Pathways;"	"superpathway of menaquinol-12 biosynthesis;"	2.1.1.163+2.2.1.9+2.5.1.-+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	10	9	44	0.42	4352.21	0.28	398.85	0.31	613.18	0.28	2426.92	0.26	913.26	0.30
P3-PWY	"GALLATE-DEG;"	"gallate degradation III (anaerobic);"	2.3.1.-+2.3.1.8+2.7.2.1+2.8.3.-+2.8.3.8+3.7.1.-+4.2.1.17	12	7	51	0.49	3038.12	0.19	57.05	0.04	27.15	0.01	2937.04	0.32	16.88	0.01
PWY-5486	"Pyruvate-Ethanol-Fermentation;"	"pyruvate fermentation to ethanol II;"	1.1.1.1+4.1.1.1	2	2	5	0.05	126.02	0.01	0.06	0.00	7.73	0.00	114.90	0.01	3.33	0.00
PWY-6116	"Oligosaccharides-Biosynthesis;"	"mannosylfructose biosynthesis;"	3.1.3.79	2	1	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
PWY-5342	"Glycan-Pathways; Oligosaccharides-Biosynthesis;"	"ajugose biosynthesis I (galactinol-dependent);"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PHOSLIPSYN-PWY	"Phospholipid-Biosynthesis; Super-Pathways;"	"superpathway of phospholipid biosynthesis I (bacteria);"	1.1.1.94+2.3.1.51+2.7.7.41+2.7.8.-+2.7.8.5+2.7.8.8+3.1.3.27	9	7	28	0.27	1999.43	0.13	84.43	0.07	33.85	0.02	1855.37	0.20	25.79	0.01
PWY-5173	"Acetyl-CoA-Biosynthesis; Super-Pathways;"	"superpathway of acetyl-CoA biosynthesis;"	1.2.4.1+1.8.1.4+2.3.1.12	4	3	24	0.23	1048.29	0.07	32.99	0.03	3.11	0.00	999.17	0.11	13.03	0.00
PWY-6465	""	""	1.14.14.-	2	1	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
DARABCAT-PWY	"D-Arabinose-Degradation;"	"D-arabinose degradation II;"	2.7.1.47+5.1.3.1	3	2	4	0.04	325.64	0.02	2.38	0.00	0.42	0.00	322.44	0.04	0.41	0.00
PWY-5481	"Pyruvate-Lactate-Fermentation;"	"pyruvate fermentation to (<i>S</i>)-lactate;"	1.1.1.27	1	1	3	0.03	165.91	0.01	10.50	0.01	0.34	0.00	154.72	0.02	0.35	0.00
CHLOROPHYLL-SYN	"Chlorophyllide-a-Biosynthesis;"	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent);"	1.3.1.75+1.3.3.3+1.3.3.4+2.1.1.11+4.1.1.37+6.6.1.1	8	6	14	0.13	774.64	0.05	2.47	0.00	7.55	0.00	753.34	0.08	11.28	0.00
PWY-5857	"Ubiquinone-Biosynthesis;"	"ubiquinol-10 biosynthesis (prokaryotic);"	2.1.1.-+2.1.1.64+4.1.1.-	5	3	43	0.41	3985.59	0.25	376.41	0.29	610.11	0.28	2066.91	0.23	932.16	0.31
ILEUSYN-PWY	"ISOLEUCINE-SYN;"	"L-isoleucine biosynthesis I (from threonine);"	1.1.1.86+2.2.1.6+2.6.1.42+4.2.1.9+4.3.1.19	5	5	29	0.28	1932.74	0.12	36.97	0.03	22.47	0.01	1857.03	0.20	16.27	0.01
PWY-6537	"4-Aminobutyraye-Degradation;"	"4-aminobutanoate degradation II;"	1.2.1.-	2	1	11	0.11	2847.44	0.18	311.94	0.24	573.26	0.27	1105.86	0.12	856.39	0.28
GLYCOLYSIS-E-D	"Energy-Metabolism; Super-Pathways;"	"superpathway of glycolysis and the Entner-Doudoroff pathway;"	1.2.1.12+2.7.1.11+2.7.1.40+2.7.2.3+2.7.9.2+3.1.3.11+4.1.2.13+4.1.2.14+4.2.1.11+4.2.1.12+5.3.1.1+5.3.1.9	15	12	47	0.45	6248.47	0.40	637.74	0.50	1185.84	0.55	2703.72	0.29	1721.16	0.57
LCYSDEG-PWY	"CYSTEINE-DEG;"	"L-cysteine degradation II;"	4.4.1.1	1	1	1	0.01	12.82	0.00	0.00	0.00	0.02	0.00	11.46	0.00	1.33	0.00
PWY0-1347	"ANAEROBIC-RESPIRATION; Electron-Transfer;"	"NADH to trimethylamine <i>N</i>-oxide electron transfer;"	1.6.5.-	2	1	1	0.01	54.97	0.00	0.04	0.00	0.13	0.00	54.73	0.01	0.07	0.00
CATECHOL-ORTHO-CLEAVAGE-PWY	"Catechol-Degradation;"	"catechol degradation to &beta;-ketoadipate;"	1.13.11.1+3.1.1.24+5.5.1.1	4	3	3	0.03	460.42	0.03	0.04	0.00	1.33	0.00	458.17	0.05	0.89	0.00
CYSTEINE-DEG-PWY	"CYSTEINE-DEG;"	"L-cysteine degradation I;"	2.6.1.1	2	1	6	0.06	414.45	0.03	7.53	0.01	20.64	0.01	381.70	0.04	4.58	0.00
PWY-5130	"2-Oxobutanoate-Degradation; Super-Pathways;"	"2-oxobutanoate degradation I;"	5.1.99.1+5.4.99.2+6.4.1.3	3	3	8	0.08	569.37	0.04	44.27	0.03	3.73	0.00	514.44	0.06	6.93	0.00
PWY-6054	"Dimethylsulfoniopropionate-Biosynthesis;"	"dimethylsulfoniopropanoate biosynthesis I (Wollastonia);"	1.2.1.3	2	1	4	0.04	181.68	0.01	0.13	0.00	0.26	0.00	181.16	0.02	0.13	0.00
PWY-5890	"Menaquinone-Biosynthesis;"	"menaquinol-10 biosynthesis;"	2.1.1.163	2	1	2	0.02	99.42	0.01	8.13	0.01	0.08	0.00	89.64	0.01	1.58	0.00
PWY-5641	"Nitro-Toluene-Degradation;"	"2-nitrotoluene degradation;"	1.13.11.2+3.7.1.-	2	2	2	0.02	67.59	0.00	2.39	0.00	0.11	0.00	64.96	0.01	0.14	0.00
PWY-5353	"Arachidonate-Biosynthesis;"	"arachidonate biosynthesis I (6-desaturase, lower eukaryotes);"	1.14.19.-	1	1	3	0.03	124.04	0.01	0.00	0.00	0.04	0.00	122.42	0.01	1.58	0.00
PWY-5298	"LYSINE-DEG;"	"L-lysine degradation VI;"	1.2.1.31	2	1	2	0.02	69.49	0.00	0.03	0.00	0.09	0.00	67.84	0.01	1.53	0.00
PWY0-1312	"Acetate-Formation;"	"acetate and ATP formation from acetyl-CoA I;"	2.3.1.8+2.7.2.1	2	2	6	0.06	269.19	0.02	14.76	0.01	0.12	0.00	252.49	0.03	1.82	0.00
PWY-3781	"AEROBIC-RESPIRATION; Electron-Transfer;"	"aerobic respiration I (cytochrome c);"	1.10.2.2+1.3.5.1+1.6.5.3+1.9.3.1	4	4	31	0.30	3009.43	0.19	32.36	0.03	31.58	0.01	2923.13	0.32	22.36	0.01
PWY-5041	"S-adenosyl-L-methionine-cycle;"	"<i>S</i>-adenosyl-L-methionine cycle II;"	2.1.1.-+2.5.1.6+3.3.1.1	4	3	42	0.40	3755.30	0.24	383.71	0.30	608.75	0.28	1831.48	0.20	931.37	0.31
PANTO-PWY	"Pantothenate-Biosynthesis;"	"phosphopantothenate biosynthesis I;"	1.1.1.169+2.1.2.11+6.3.2.1	3	3	5	0.05	174.36	0.01	2.35	0.00	0.18	0.00	171.16	0.02	0.67	0.00
P662-PWY	"AROMATIC-COMPOUNDS-DEGRADATION;"	"dibenzofuran degradation;"	1.13.11.-+1.14.12.-	3	2	5	0.05	317.94	0.02	2.31	0.00	4.18	0.00	308.77	0.03	2.69	0.00
PWY-6403	"Polysaccharides-Biosynthesis;"	"carrageenan biosynthesis;"	2.5.1.-	1	1	25	0.24	1699.65	0.11	46.92	0.04	15.45	0.01	1624.03	0.18	13.26	0.00
PWY0-1334	"AEROBIC-RESPIRATION; Electron-Transfer;"	"NADH to cytochrome <i>bd</i> oxidase electron transfer I;"	1.6.5.3	2	1	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
PWY-3722	"Betaine-Biosynthesis;"	"glycine betaine biosynthesis II (Gram-positive bacteria);"	1.1.1.1+1.2.1.8	2	2	6	0.06	379.61	0.02	0.40	0.00	8.47	0.00	366.72	0.04	4.02	0.00
SOPHOROSYLOXYDOCOSANOATE-SYN-PWY	"Lipid-Biosynthesis;"	"sophorolipid biosynthesis;"	2.3.1.-	2	1	24	0.23	1456.90	0.09	25.75	0.02	9.69	0.00	1415.85	0.15	5.62	0.00
PWY-5892	"Menaquinone-Biosynthesis;"	"menaquinol-12 biosynthesis;"	2.1.1.163	2	1	2	0.02	99.42	0.01	8.13	0.01	0.08	0.00	89.64	0.01	1.58	0.00
ARGDEG-III-PWY	"ARGININE-DEG;"	"L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway);"	3.5.1.53+4.1.1.19	3	2	3	0.03	136.67	0.01	0.04	0.00	0.28	0.00	134.78	0.01	1.57	0.00
PWY-5988	""	""	3.4.11.1	1	1	6	0.06	2071.95	0.13	327.02	0.26	604.13	0.28	247.22	0.03	893.58	0.29
PWY-6477	"GIBBERELLINS-DEGRADATION; Gibberellin-Inactivation; Metabolic-Clusters;"	"gibberellin inactivation II (methylation);"	2.1.1.-	1	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
PWY-5785	"Polyprenyl-Biosynthesis;"	"di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis;"	2.5.1.31	1	1	4	0.04	173.07	0.01	10.39	0.01	4.08	0.00	157.33	0.02	1.26	0.00
PWY0-1317	"Lactaldehyde-Degradation;"	"L-lactaldehyde degradation (aerobic);"	1.2.1.22	1	1	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
GLUTAMINDEG-PWY	"GLUTAMINE-DEG;"	"L-glutamine degradation I;"	3.5.1.2	1	1	1	0.01	26.43	0.00	0.12	0.00	0.11	0.00	26.14	0.00	0.05	0.00
P23-PWY	"Reductive-TCA-Cycles;"	"reductive TCA cycle I;"	1.1.1.37+1.3.99.1+2.7.9.2+4.1.1.31+4.2.1.2+4.2.1.3+6.2.1.5	10	7	23	0.22	1103.90	0.07	43.65	0.03	11.36	0.01	1037.27	0.11	11.62	0.00
PWY-5198	"Cofactor-Biosynthesis;"	"factor 420 biosynthesis;"	2.5.1.77+2.7.7.68+2.7.8.28	3	3	5	0.05	96.00	0.01	1.19	0.00	0.36	0.00	93.93	0.01	0.52	0.00
GLNSYN-PWY	"Ammonia-Assimilation; GLUTAMINE-SYN;"	"L-glutamine biosynthesis I;"	6.3.1.2	1	1	5	0.05	228.33	0.01	13.40	0.01	3.62	0.00	209.93	0.02	1.39	0.00
PWY-5268	"ANTHOCYANIN-SYN;"	"salvianin biosynthesis;"	2.3.1.-+2.4.1.-	3	2	34	0.33	3822.68	0.24	316.13	0.25	601.22	0.28	1999.83	0.22	905.50	0.30
PWY-881	"Trehalose-biosynthesis;"	"trehalose biosynthesis II;"	2.4.1.-	2	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
PWY-5044	"Purine-Degradation; Super-Pathways;"	"purine nucleotides degradation I (plants);"	1.1.1.205+1.17.1.4+3.1.3.5+3.5.4.3	8	4	13	0.13	695.25	0.04	51.85	0.04	9.10	0.00	621.66	0.07	12.64	0.00
PROSYN-PWY	"PROLINE-SYN;"	"L-proline biosynthesis I;"	1.2.1.41+1.5.1.2+2.7.2.11	3	3	6	0.06	432.89	0.03	24.19	0.02	4.31	0.00	402.30	0.04	2.09	0.00
HOMOSER-THRESYN-PWY	"THREONINE-BIOSYNTHESIS;"	"L-threonine biosynthesis;"	2.7.1.39+4.2.3.1	2	2	4	0.04	288.29	0.02	20.05	0.02	3.21	0.00	259.12	0.03	5.91	0.00
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	"AROMATIC-COMPOUNDS-DEGRADATION;"	"4-hydroxyphenylacetate degradation;"	1.14.14.-+1.2.1.-+4.1.2.-+4.2.1.-	8	4	20	0.19	3379.87	0.22	323.46	0.25	578.02	0.27	1620.24	0.18	858.15	0.28
PWY-6277	"AIR-Biosynthesis; Super-Pathways;"	"superpathway of 5-aminoimidazole ribonucleotide biosynthesis;"	2.1.2.-+2.1.2.2+2.4.2.14+6.3.3.1+6.3.4.13+6.3.5.3	6	6	18	0.17	1057.20	0.07	3.77	0.00	2.34	0.00	1047.00	0.11	4.09	0.00
CO2FORM-PWY	"C1-COMPOUNDS; METHANOGENESIS;"	"methanogenesis from methanol;"	2.1.1.-	2	1	37	0.36	3582.07	0.23	376.29	0.29	605.32	0.28	1669.61	0.18	930.85	0.31
THREOCAT-PWY	"Super-Pathways; THREONINE-DEG;"	"superpathway of L-threonine metabolism;"	1.1.1.103+1.1.1.86+2.2.1.6+2.3.1.-+2.6.1.42+4.2.1.9+4.3.1.19	13	7	57	0.55	3656.04	0.23	71.05	0.06	32.85	0.02	3529.49	0.38	22.66	0.01
THISYN-PWY	"Super-Pathways; Thiamine-Biosynthesis;"	"superpathway of thiamine diphosphate biosynthesis I;"	2.2.1.7+2.5.1.3+2.7.1.49+2.7.1.50+2.7.4.7+2.7.7.-	8	6	25	0.24	1790.54	0.11	21.19	0.02	70.50	0.03	1632.01	0.18	66.84	0.02
PWY-6406	"Salicylate-Biosynthesis;"	"salicylate biosynthesis I;"	4.2.99.-+5.4.4.2	2	2	3	0.03	119.18	0.01	0.10	0.00	0.08	0.00	118.85	0.01	0.14	0.00
PWY-2582	"Brassinosteroid-Biosynthesis;"	"brassinosteroid biosynthesis II;"	1.14.-.-+1.14.13.-+1.3.99.-	6	3	23	0.22	1160.19	0.07	10.22	0.01	8.87	0.00	1136.09	0.12	5.01	0.00
ECASYN-PWY	"Lipopolysaccharide-Biosynthesis; Super-Pathways;"	"enterobacterial common antigen biosynthesis;"	1.1.1.-+2.3.1.-+2.4.1.-+2.6.1.-+2.7.7.24+4.2.1.46+5.1.3.14	7	7	54	0.52	5383.99	0.34	322.97	0.25	623.00	0.29	3526.70	0.38	911.32	0.30
PWY-5664	"Tetrahydrobiopterin-Biosynthesis;"	"<i>erythro</i>-tetrahydrobiopterin biosynthesis II;"	3.5.4.16+4.2.3.12	3	2	3	0.03	173.21	0.01	17.90	0.01	1.25	0.00	151.15	0.02	2.92	0.00
PWY0-1300	"Sugars-And-Polysaccharides-Degradation;"	"2-<I>O</I>-&alpha;-mannosyl-D-glycerate degradation;"	3.1.1.-	2	1	4	0.04	200.51	0.01	0.47	0.00	0.70	0.00	197.40	0.02	1.95	0.00
PWY-6386	"Acetylmuramoyl-Pentapeptide-Biosynthesis;"	"UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing);"	2.5.1.7+5.1.1.3+6.3.2.10+6.3.2.4+6.3.2.8+6.3.2.9	8	6	25	0.24	1423.44	0.09	24.72	0.02	12.53	0.01	1379.63	0.15	6.56	0.00
PWY-6182	"AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;"	"superpathway of salicylate degradation;"	1.13.11.1+2.3.1.174+2.8.3.6+3.1.1.24+5.5.1.1	7	5	5	0.05	516.57	0.03	0.05	0.00	5.10	0.00	509.58	0.06	1.84	0.00
PWY-5661	"GDP-Sugar-Biosynthesis;"	"GDP-glucose biosynthesis;"	2.7.1.2+5.4.2.2	4	2	6	0.06	299.32	0.02	11.82	0.01	3.87	0.00	281.93	0.03	1.71	0.00
PWY0-823	"ARGININE-DEG;"	"L-arginine degradation III (arginine decarboxylase/agmatinase pathway);"	3.5.3.11+4.1.1.19	2	2	5	0.05	355.25	0.02	0.01	0.00	0.58	0.00	352.83	0.04	1.84	0.00
PWY-6412	"Ginsenoside-Degradation;"	"ginsenoside degradation II;"	2.3.1.-	1	1	24	0.23	1456.90	0.09	25.75	0.02	9.69	0.00	1415.85	0.15	5.62	0.00
PWY0-162	"Pyrimid-Ribonucleot-De-Novo-Biosyn; Super-Pathways;"	"superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis;"	1.3.5.2+2.1.3.2+2.4.2.10+2.7.4.14+2.7.4.6+3.5.2.3+4.1.1.23+6.3.4.2+6.3.5.5	9	9	33	0.32	1777.04	0.11	156.58	0.12	39.70	0.02	1544.86	0.17	35.90	0.01
PWY-5651	"TRYPTOPHAN-DEG;"	"L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde;"	1.13.11.11+1.14.13.9+3.7.1.3	5	3	3	0.03	214.69	0.01	0.34	0.00	0.89	0.00	212.94	0.02	0.51	0.00
ARGDEG-IV-PWY	"ARGININE-DEG;"	"L-arginine degradation VIII (arginine oxidase pathway);"	3.5.3.7	4	1	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
PWY-3982	"Beta-Alanine-Biosynthesis; Uracil-Degradation;"	"uracil degradation I (reductive);"	3.5.2.2	3	1	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
ACETOACETATE-DEG-PWY	"Fatty-Acid-and-Lipid-Degradation;"	"acetoacetate degradation (to acetyl CoA);"	2.3.1.9+2.8.3.-	2	2	9	0.09	669.72	0.04	7.18	0.01	7.95	0.00	650.71	0.07	3.89	0.00
GLUTAMINEFUM-PWY	"GLUTAMINE-DEG;"	"L-glutamine degradation II;"	1.4.1.13	1	1	7	0.07	325.93	0.02	0.67	0.00	8.02	0.00	314.67	0.03	2.57	0.00
PWY0-1325	"ASPARAGINE-SYN; Super-Pathways;"	"superpathway of L-asparagine biosynthesis;"	6.3.5.4	2	1	1	0.01	28.60	0.00	0.03	0.00	3.93	0.00	23.76	0.00	0.88	0.00
PWY-5028	"HISTIDINE-DEG;"	"L-histidine degradation II;"	3.5.1.68+3.5.2.7+3.5.3.13+4.2.1.49+4.3.1.3	5	5	8	0.08	282.04	0.02	0.28	0.00	17.82	0.01	259.35	0.03	4.59	0.00
GDPRHAMSYN-PWY	"GDP-Sugar-Biosynthesis;"	"GDP-D-rhamnose biosynthesis;"	4.2.1.47	2	1	2	0.02	277.36	0.02	0.02	0.00	0.67	0.00	276.00	0.03	0.68	0.00
PWY-6333	"Acetaldehyde-Biosynthesis;"	"acetaldehyde biosynthesis I;"	1.1.1.1+4.1.1.1	2	2	5	0.05	126.02	0.01	0.06	0.00	7.73	0.00	114.90	0.01	3.33	0.00
PWY-6401	"AURONE-SYN;"	"hispidol and hispidol 4'-<i>O</i>-&beta;-<i>D</i>-glucoside biosynthesis;"	1.11.1.-	1	1	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
PWY-5437	"THREONINE-DEG;"	"L-threonine degradation I;"	2.3.1.-+4.3.1.19	3	2	28	0.27	1781.45	0.11	33.63	0.03	13.83	0.01	1725.55	0.19	8.44	0.00
PWY-5860	"Demethylmenaquinol-6-Biosynthesis; Super-Pathways;"	"superpathway of demethylmenaquinol-6 biosynthesis I;"	2.2.1.9+3.1.2.-+4.1.3.36+4.2.1.113+4.2.99.20+5.4.4.2+6.2.1.26	9	7	17	0.16	2553.14	0.16	343.81	0.27	597.65	0.28	713.26	0.08	898.42	0.30
PWY-5286	"ANTHOCYANIN-SYN; Metabolic-Clusters;"	"anthocyanidin sophoroside metabolism;"	2.4.1.-	1	1	10	0.10	2365.78	0.15	290.39	0.23	591.53	0.27	583.98	0.06	899.88	0.30
METHYLGALLATE-DEGRADATION-PWY	"AROMATIC-COMPOUNDS-DEGRADATION;"	"methylgallate degradation;"	4.1.3.17	5	1	3	0.03	79.52	0.01	0.00	0.00	0.55	0.00	78.83	0.01	0.15	0.00
BENZCOA-PWY	"AROMATIC-COMPOUNDS-DEGRADATION; Super-Pathways;"	"anaerobic aromatic compound degradation (<i>Thauera aromatica</i>);"	1.1.1.-+2.3.1.-+2.6.1.57+3.7.1.-+4.2.1.-+6.2.1.25+6.2.1.30	18	7	50	0.48	3143.85	0.20	40.84	0.03	38.81	0.02	3050.96	0.33	13.24	0.00
PWY-5161	"CHALCONE-SYN;"	"6'-deoxychalcone metabolism;"	1.14.13.-+2.4.1.-	2	2	13	0.13	2530.97	0.16	298.52	0.23	591.64	0.27	740.51	0.08	900.30	0.30
PWY-5392	"Reductive-TCA-Cycles;"	"reductive TCA cycle II;"	1.1.1.-+1.1.1.37+1.3.99.1+4.2.1.2+4.2.1.3+6.2.1.5	11	6	29	0.28	1720.28	0.11	45.58	0.04	30.96	0.01	1629.94	0.18	13.80	0.00
P441-PWY	"CARBOXYLATES-DEG; Super-Pathways;"	"superpathway of <i>N</i>-acetylneuraminate degradation;"	1.1.1.1+1.2.1.12+2.3.1.8+2.7.1.11+2.7.1.40+2.7.2.1+2.7.2.3+2.7.9.2+3.1.3.11+3.5.1.25+3.5.99.6+4.1.2.13+4.2.1.11+5.3.1.1	20	14	58	0.56	6951.50	0.44	657.55	0.51	1194.61	0.56	3371.95	0.37	1727.40	0.57
PWY-6397	"Cell-Wall-Biosynthesis;"	"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;"	2.3.1.-+2.4.1.-+5.1.3.2+5.4.99.9	4	4	38	0.37	3977.87	0.25	316.69	0.25	618.02	0.29	2133.81	0.23	909.34	0.30
SUCSYN-PWY	"Sucrose-Biosynthesis; Super-Pathways;"	"sucrose biosynthesis I (from photosynthesis);"	2.4.1.13+2.7.7.9+5.4.2.2	6	3	10	0.10	509.06	0.03	6.48	0.01	23.98	0.01	473.89	0.05	4.72	0.00
CAROTENOID-PWY	"C40-Carotenoids-Biosynthesis; Super-Pathways;"	"superpathway of carotenoid biosynthesis in plants;"	1.14.99.-+2.5.1.32+5.5.1.-	6	3	11	0.11	753.70	0.05	37.16	0.03	0.90	0.00	712.63	0.08	3.01	0.00
P161-PWY	"Acetate-Formation; Pyruvate-Ethanol-Fermentation;"	"acetylene degradation (anaerobic);"	1.1.1.1+2.3.1.8+2.7.2.1	5	3	10	0.10	366.11	0.02	14.83	0.01	7.57	0.00	338.63	0.04	5.08	0.00
PWY-6002	"CYANOGENIC-GLUCOSIDE-DEG;"	"lotaustralin degradation;"	3.2.1.21	2	1	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
PWY-5153	"ANTHOCYANIN-SYN;"	"anthocyanin biosynthesis (delphinidin 3-O-glucoside);"	1.14.11.-	2	1	2	0.02	263.05	0.02	0.00	0.00	0.56	0.00	262.12	0.03	0.36	0.00
PWY-6163	"Chorismate-Biosynthesis;"	"chorismate biosynthesis from 3-dehydroquinate;"	1.1.1.25+2.5.1.19+2.7.1.71+4.2.1.10+4.2.3.5	6	5	10	0.10	649.96	0.04	6.07	0.00	24.63	0.01	613.28	0.07	5.98	0.00
PWY66-21	"Ethanol-Degradation;"	"ethanol degradation II;"	1.1.1.1+1.2.1.3+6.2.1.1	3	3	12	0.12	565.45	0.04	1.00	0.00	11.78	0.01	546.50	0.06	6.18	0.00
PWY-6071	"AMINE-DEG; Phenolic-Compounds-Degradation; Super-Pathways;"	"superpathway of phenylethylamine degradation;"	2.3.1.174+6.2.1.30	4	2	3	0.03	90.53	0.01	0.64	0.00	7.19	0.00	80.56	0.01	2.14	0.00
PWY-5995	"Linoleate-Biosynthesis;"	"linoleate biosynthesis I (plants);"	1.14.19.6+6.2.1.3	2	2	10	0.10	713.17	0.05	20.47	0.02	7.45	0.00	683.05	0.07	2.20	0.00
PWY-5104	"ISOLEUCINE-SYN;"	"L-isoleucine biosynthesis IV;"	1.1.1.86+2.2.1.6+2.6.1.42+4.2.1.9	6	4	25	0.24	1608.19	0.10	29.08	0.02	18.33	0.01	1547.33	0.17	13.45	0.00
PWY-5005	"BIOTIN-SYN; Super-Pathways;"	"biotin biosynthesis II;"	2.3.1.47+2.6.1.62	5	2	4	0.04	232.71	0.01	17.86	0.01	1.58	0.00	210.22	0.02	3.04	0.00
PWY-5891	"Menaquinone-Biosynthesis;"	"menaquinol-11 biosynthesis;"	2.1.1.163	2	1	2	0.02	99.42	0.01	8.13	0.01	0.08	0.00	89.64	0.01	1.58	0.00
PWY-481	"AROMATIC-COMPOUNDS-DEGRADATION;"	"ethylbenzene degradation (anaerobic);"	1.1.1.-	2	1	12	0.12	840.22	0.05	3.60	0.00	19.99	0.01	812.50	0.09	4.12	0.00
PWY-2941	"LYSINE-SYN;"	"L-lysine biosynthesis II;"	1.2.1.11+2.7.2.4+3.5.1.47+4.1.1.20+5.1.1.7	8	5	16	0.15	1042.03	0.07	44.76	0.03	6.37	0.00	984.03	0.11	6.88	0.00
MANNCAT-PWY	"Sugars-And-Polysaccharides-Degradation;"	"D-mannose degradation;"	5.3.1.8	1	1	4	0.04	346.59	0.02	0.17	0.00	0.97	0.00	344.64	0.04	0.81	0.00
ALKANEMONOX-PWY	"Sulfur-Metabolism;"	"two-component alkanesulfonate monooxygenase;"	1.14.14.5	2	1	1	0.01	13.90	0.00	0.00	0.00	0.02	0.00	12.46	0.00	1.42	0.00
PWY-6456	"Polyamine-Biosynthesis;"	"serinol biosynthesis;"	2.6.1.-+3.1.3.-	2	2	13	0.13	806.09	0.05	28.09	0.02	0.84	0.00	775.91	0.08	1.24	0.00
PWY-5328	"METHIONINE-DEG; Super-Pathways;"	"superpathway of L-methionine salvage and degradation;"	1.8.3.1+2.1.1.-+2.1.1.13+2.5.1.6+2.6.1.1+3.3.1.1+4.2.1.22+4.4.1.1+5.1.99.1+5.4.99.2+6.4.1.3	13	11	65	0.63	5360.21	0.34	458.13	0.36	657.38	0.31	3279.87	0.36	964.83	0.32
PWY-5284	"ANTHOCYANIN-SYN;"	"shisonin biosynthesis;"	2.3.1.-+2.4.1.-	3	2	34	0.33	3822.68	0.24	316.13	0.25	601.22	0.28	1999.83	0.22	905.50	0.30
PWY4FS-4	"PhosphatidylcholineBiosynthesis;"	"phosphatidylcholine biosynthesis IV;"	2.7.7.-+2.7.8.-	4	2	23	0.22	1476.27	0.09	16.11	0.01	25.72	0.01	1426.79	0.16	7.65	0.00
P108-PWY	"Pyruvate-Propanoate-Fermentation;"	"pyruvate fermentation to propanoate I;"	1.1.1.37+2.8.3.-+4.2.1.2+5.1.99.1+5.4.99.2	7	5	17	0.16	1449.00	0.09	49.30	0.04	8.75	0.00	1380.27	0.15	10.69	0.00
PWY-5506	"Methanol-Oxidation;"	"methanol oxidation to formaldehyde IV;"	1.11.1.6	2	1	2	0.02	233.19	0.01	1.19	0.00	0.46	0.00	230.92	0.03	0.62	0.00
PWY-6055	"Dimethylsulfoniopropionate-Biosynthesis;"	"dimethylsulfoniopropanoate biosynthesis II (Spartina);"	1.2.1.3	2	1	4	0.04	181.68	0.01	0.13	0.00	0.26	0.00	181.16	0.02	0.13	0.00
PWY-5686	"UMP-Biosynthesis;"	"UMP biosynthesis I;"	1.3.5.2+2.1.3.2+2.4.2.10+3.5.2.3+4.1.1.23+6.3.5.5	6	6	24	0.23	1145.72	0.07	128.22	0.10	31.94	0.01	951.49	0.10	34.08	0.01
PWY-6396	"Butanediol-Biosynthesis; Super-Pathways;"	"superpathway of 2,3-butanediol biosynthesis;"	1.1.1.304+2.2.1.6	6	2	12	0.12	826.23	0.05	1.18	0.00	6.84	0.00	814.67	0.09	3.54	0.00
