#KO	Name	Definition	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
K08325	yqhD	"NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
K00643	E2.3.1.37, ALAS	"5-aminolevulinate synthase [EC:2.3.1.37]"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
K11755	hisIE	"phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
K00114	exaA	"alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]"	3	0.03	454.72	0.03	9.93	0.01	2.48	0.00	438.59	0.05	3.72	0.00
K00363	nirD	"nitrite reductase (NADH) small subunit [EC:1.7.1.15]"	14	0.13	1256.66	0.08	3.03	0.00	3.17	0.00	1246.03	0.14	4.42	0.00
K05606	MCEE, epi	"methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
K02752	PTS-Asc-EIIB, ascF	"PTS system, beta-glucoside (arbutin/salicin/cellobiose)-specific IIB component [EC:2.7.1.-]"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K00615	E2.2.1.1, tktA, tktB	"transketolase [EC:2.2.1.1]"	20	0.19	2871.19	0.18	343.58	0.27	610.26	0.28	1002.27	0.11	915.07	0.30
K02791	PTS-MalGlc-EIIC, malX	"PTS system, maltose/glucose-specific IIC component"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K03722	dinG	"ATP-dependent DNA helicase DinG [EC:3.6.4.12]"	1	0.01	66.58	0.00	0.06	0.00	0.34	0.00	65.19	0.01	0.98	0.00
K03593	mrp, NUBPL	"ATP-binding protein involved in chromosome partitioning"	3	0.03	149.29	0.01	10.40	0.01	0.11	0.00	137.16	0.01	1.61	0.00
K15724	erpA	"iron-sulfur cluster insertion protein"	3	0.03	301.29	0.02	0.01	0.00	0.57	0.00	300.34	0.03	0.37	0.00
K03315	nhaC	"Na+:H+ antiporter, NhaC family"	1	0.01	59.41	0.00	0.00	0.00	0.12	0.00	59.27	0.01	0.02	0.00
K00850	pfkA, PFK	"6-phosphofructokinase 1 [EC:2.7.1.11]"	2	0.02	146.61	0.01	10.13	0.01	0.08	0.00	136.07	0.01	0.33	0.00
K01728	pel	"pectate lyase [EC:4.2.2.2]"	20	0.19	909.80	0.06	3.38	0.00	1.67	0.00	903.48	0.10	1.27	0.00
K01556	KYNU, kynU	"kynureninase [EC:3.7.1.3]"	7	0.07	435.17	0.03	0.05	0.00	1.11	0.00	433.39	0.05	0.62	0.00
K00010	iolG	"myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]"	1	0.01	40.10	0.00	0.00	0.00	0.00	0.00	40.10	0.00	0.00	0.00
K03366	butA, budC	"meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"	8	0.08	463.27	0.03	9.70	0.01	0.60	0.00	450.96	0.05	2.01	0.00
K20928	mpdC	"2-hydroxy-2-methylpropanal dehydrogenase [EC:1.2.1.98]"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
K09023	rutD	"aminoacrylate hydrolase [EC:3.5.1.-]"	3	0.03	194.83	0.01	0.90	0.00	1.14	0.00	191.85	0.02	0.94	0.00
K13177	DDX1	"ATP-dependent RNA helicase DDX1 [EC:3.6.4.13]"	5	0.05	370.42	0.02	7.87	0.01	0.60	0.00	359.85	0.04	2.11	0.00
K13798	rpoB	"DNA-directed RNA polymerase subunit B [EC:2.7.7.6]"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
K01809	manA, MPI	"mannose-6-phosphate isomerase [EC:5.3.1.8]"	4	0.04	346.59	0.02	0.17	0.00	0.97	0.00	344.64	0.04	0.81	0.00
K03784	deoD	"purine-nucleoside phosphorylase [EC:2.4.2.1]"	3	0.03	312.41	0.02	10.24	0.01	2.34	0.00	296.30	0.03	3.53	0.00
K07519		""	3	0.03	272.04	0.02	0.05	0.00	7.66	0.00	262.26	0.03	2.07	0.00
K14581	nahAa, nagAa, ndoR, nbzAa, dntAa	"naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]"	5	0.05	502.44	0.03	0.28	0.00	8.16	0.00	491.42	0.05	2.59	0.00
K13952	ADH6	"alcohol dehydrogenase 6 [EC:1.1.1.1]"	6	0.06	290.19	0.02	8.03	0.01	4.24	0.00	276.66	0.03	1.26	0.00
K16898	addA	"ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]"	2	0.02	288.44	0.02	7.88	0.01	0.55	0.00	279.40	0.03	0.61	0.00
K05837	rodA, mrdB	"rod shape determining protein RodA"	2	0.02	218.89	0.01	8.38	0.01	0.75	0.00	208.91	0.02	0.86	0.00
K15012	regA, regR, actR	"two-component system, response regulator RegA"	2	0.02	216.56	0.01	0.27	0.00	0.46	0.00	215.36	0.02	0.47	0.00
K05710	hcaC	"3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component"	3	0.03	349.43	0.02	0.02	0.00	0.71	0.00	348.01	0.04	0.69	0.00
K00997	acpS	"holo-[acyl-carrier protein] synthase [EC:2.7.8.7]"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
K02844	waaG, rfaG	"UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]"	16	0.15	968.65	0.06	11.73	0.01	21.33	0.01	931.03	0.10	4.56	0.00
K00166	BCKDHA, bkdA1	"2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]"	11	0.11	573.01	0.04	21.78	0.02	0.78	0.00	544.73	0.06	5.72	0.00
K05345		""	4	0.04	1835.03	0.12	283.52	0.22	587.21	0.27	65.79	0.01	898.50	0.30
K02065	mlaF, linL, mkl	"phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein"	62	0.60	5989.66	0.38	363.93	0.28	642.98	0.30	4096.39	0.45	886.36	0.29
K01689	ENO, eno	"enolase [EC:4.2.1.11]"	2	0.02	227.80	0.01	0.05	0.00	3.61	0.00	223.12	0.02	1.02	0.00
K00569	TPMT, tpmT	"thiopurine S-methyltransferase [EC:2.1.1.67]"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
K09882	cobS	"cobaltochelatase CobS [EC:6.6.1.2]"	2	0.02	234.73	0.01	0.06	0.00	3.67	0.00	229.95	0.03	1.05	0.00
K00625	E2.3.1.8, pta	"phosphate acetyltransferase [EC:2.3.1.8]"	6	0.06	359.12	0.02	18.29	0.01	3.70	0.00	334.28	0.04	2.85	0.00
K13179	DDX18, HAS1	"ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]"	5	0.05	370.42	0.02	7.87	0.01	0.60	0.00	359.85	0.04	2.11	0.00
K03095	sprL	"SprT-like protein"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
K16202	dppD	"dipeptide transport system ATP-binding protein"	1	0.01	221.14	0.01	0.01	0.00	0.48	0.00	220.28	0.02	0.38	0.00
K02347	polX, dpx	"DNA polymerase (family X)"	8	0.08	331.78	0.02	19.71	0.02	17.64	0.01	287.72	0.03	6.71	0.00
K13982	DDX4, VASA	"probable ATP-dependent RNA helicase DDX4 [EC:3.6.4.13]"	5	0.05	370.42	0.02	7.87	0.01	0.60	0.00	359.85	0.04	2.11	0.00
K03045	rpoB2	"DNA-directed RNA polymerase subunit B\" [EC:2.7.7.6]"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
K06957	tmcA	"tRNA(Met) cytidine acetyltransferase [EC:2.3.1.193]"	12	0.12	818.17	0.05	5.89	0.00	1.17	0.00	808.22	0.09	2.90	0.00
K01800	maiA, GSTZ1	"maleylacetoacetate isomerase [EC:5.2.1.2]"	2	0.02	85.53	0.01	0.26	0.00	0.02	0.00	85.17	0.01	0.09	0.00
K03324	yjbB	"phosphate:Na+ symporter"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
K02838	frr, MRRF, RRF	"ribosome recycling factor"	4	0.04	171.90	0.01	17.73	0.01	4.09	0.00	148.70	0.02	1.38	0.00
K10000	artP	"arginine transport system ATP-binding protein [EC:7.4.2.1]"	31	0.30	1730.56	0.11	28.96	0.02	47.23	0.02	1640.11	0.18	14.26	0.00
K05365	mrcB	"penicillin-binding protein 1B [EC:2.4.1.129 3.4.16.4]"	7	0.07	392.07	0.03	2.65	0.00	4.33	0.00	383.79	0.04	1.30	0.00
K21817	blh	"beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]"	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
K13370	HSD17B8	"17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+) / 3-oxoacyl-[acyl-carrier protein] reductase alpha subunit [EC:1.1.1.62 1.1.1.239]"	1	0.01	25.00	0.00	0.05	0.00	3.18	0.00	21.08	0.00	0.69	0.00
K00537	arsC1, arsC	"arsenate reductase (glutaredoxin) [EC:1.20.4.1]"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
K01489	cdd, CDA	"cytidine deaminase [EC:3.5.4.5]"	3	0.03	121.68	0.01	1.03	0.00	0.27	0.00	120.08	0.01	0.29	0.00
K10542	mglA	"methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]"	6	0.06	567.47	0.04	24.75	0.02	7.31	0.00	527.93	0.06	7.48	0.00
K01480	speB	"agmatinase [EC:3.5.3.11]"	4	0.04	325.89	0.02	0.43	0.00	0.76	0.00	323.75	0.04	0.95	0.00
K01555	FAH, fahA	"fumarylacetoacetase [EC:3.7.1.2]"	4	0.04	271.94	0.02	0.03	0.00	4.31	0.00	266.40	0.03	1.20	0.00
K04460	PPP5C	"serine/threonine-protein phosphatase 5 [EC:3.1.3.16]"	7	0.07	403.68	0.03	10.26	0.01	1.33	0.00	389.15	0.04	2.94	0.00
K00998	pssA	"CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"	10	0.10	571.96	0.04	28.39	0.02	5.25	0.00	532.82	0.06	5.51	0.00
K19312	pccB	"acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
K01179	E3.2.1.4	"endoglucanase [EC:3.2.1.4]"	23	0.22	4042.05	0.26	607.82	0.47	1128.74	0.52	596.62	0.06	1708.86	0.56
K09160	K09160	"uncharacterized protein"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
K14676	NTE, NRE	"lysophospholipid hydrolase [EC:3.1.1.5]"	2	0.02	57.27	0.00	0.33	0.00	0.18	0.00	56.57	0.01	0.19	0.00
K01302	CPQ	"carboxypeptidase Q [EC:3.4.17.-]"	1	0.01	58.58	0.00	0.03	0.00	0.11	0.00	58.38	0.01	0.06	0.00
K06117	E3.1.3.21	"glycerol-1-phosphatase [EC:3.1.3.21]"	1	0.01	8.20	0.00	0.00	0.00	0.00	0.00	8.20	0.00	0.00	0.00
K02548	menA	"1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
K02113	ATPF1D, atpH	"F-type H+-transporting ATPase subunit delta"	2	0.02	33.27	0.00	1.08	0.00	0.17	0.00	30.20	0.00	1.82	0.00
K11715	ERN2	"serine/threonine-protein kinase/endoribonuclease IRE2 [EC:2.7.11.1 3.1.26.-]"	7	0.07	822.14	0.05	10.40	0.01	3.68	0.00	803.37	0.09	4.71	0.00
K00767	nadC, QPRT	"nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]"	1	0.01	76.78	0.00	0.00	0.00	0.18	0.00	76.50	0.01	0.10	0.00
K03442	mscS	"small conductance mechanosensitive channel"	2	0.02	50.40	0.00	1.03	0.00	0.04	0.00	49.05	0.01	0.28	0.00
K00634	ptb	"phosphate butyryltransferase [EC:2.3.1.19]"	4	0.04	169.74	0.01	10.39	0.01	0.06	0.00	159.00	0.02	0.28	0.00
K05342	E2.4.1.64	"alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
K01246	tag	"DNA-3-methyladenine glycosylase I [EC:3.2.2.20]"	1	0.01	61.51	0.00	2.77	0.00	0.00	0.00	58.63	0.01	0.11	0.00
K00595	cobL	"precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]"	1	0.01	73.16	0.00	0.00	0.00	0.01	0.00	73.10	0.01	0.04	0.00
K09695	nodI	"lipooligosaccharide transport system ATP-binding protein"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
K15461	mnmC	"tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
K05579	ndhH	"NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]"	3	0.03	293.88	0.02	0.92	0.00	0.81	0.00	290.59	0.03	1.56	0.00
K00930	argB	"acetylglutamate kinase [EC:2.7.2.8]"	11	0.11	1595.33	0.10	144.01	0.11	767.47	0.36	500.53	0.05	183.33	0.06
K08479	sasA	"two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]"	171	1.64	23281.95	1.49	2291.99	1.79	4261.57	1.98	10487.22	1.14	6241.17	2.06
K02245	comGC	"competence protein ComGC"	1	0.01	86.60	0.01	8.13	0.01	0.05	0.00	78.17	0.01	0.24	0.00
K01039	gctA	"glutaconate CoA-transferase, subunit A [EC:2.8.3.12]"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
K00197	cdhE, acsC	"acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]"	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
K02064	thiB, tbpA	"thiamine transport system substrate-binding protein"	1	0.01	195.59	0.01	0.01	0.00	0.42	0.00	194.83	0.02	0.33	0.00
K02567	napA	"periplasmic nitrate reductase NapA [EC:1.7.99.-]"	7	0.07	933.26	0.06	0.95	0.00	2.33	0.00	926.99	0.10	2.98	0.00
K00859	coaE	"dephospho-CoA kinase [EC:2.7.1.24]"	6	0.06	316.86	0.02	24.92	0.02	8.51	0.00	279.11	0.03	4.32	0.00
K01760	metC	"cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"	12	0.12	624.55	0.04	10.28	0.01	7.88	0.00	601.62	0.07	4.77	0.00
K01620	ltaE	"threonine aldolase [EC:4.1.2.48]"	2	0.02	209.27	0.01	0.00	0.00	0.43	0.00	207.16	0.02	1.68	0.00
K02071	metN	"D-methionine transport system ATP-binding protein"	134	1.29	12830.79	0.82	744.99	0.58	1236.70	0.57	9078.56	0.99	1770.54	0.58
K07147	msrP	"methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]"	2	0.02	77.48	0.00	6.86	0.01	5.96	0.00	57.83	0.01	6.83	0.00
K07641	creC	"two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]"	206	1.98	25218.68	1.61	2326.52	1.81	4388.67	2.04	12201.85	1.33	6301.64	2.08
K00145	argC	"N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]"	14	0.13	1810.73	0.12	151.90	0.12	767.66	0.36	707.49	0.08	183.68	0.06
K08692	mtkB	"malate-CoA ligase subunit alpha [EC:6.2.1.9]"	3	0.03	149.51	0.01	9.77	0.01	1.37	0.00	135.69	0.01	2.68	0.00
K08286	E2.7.11.-	"protein-serine/threonine kinase [EC:2.7.11.-]"	19	0.18	1100.08	0.07	3.27	0.00	1.68	0.00	1093.84	0.12	1.29	0.00
K00164	OGDH, sucA	"2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"	3	0.03	264.47	0.02	0.04	0.00	0.57	0.00	262.03	0.03	1.82	0.00
K03694	clpA	"ATP-dependent Clp protease ATP-binding subunit ClpA"	1	0.01	59.33	0.00	0.00	0.00	0.11	0.00	59.17	0.01	0.04	0.00
K19802	ycjG, ykfB	"L-Ala-D/L-Glu epimerase [EC:5.1.1.20]"	1	0.01	29.10	0.00	0.00	0.00	0.28	0.00	28.76	0.00	0.07	0.00
K00162	PDHB, pdhB	"pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]"	29	0.28	1704.14	0.11	51.86	0.04	3.93	0.00	1635.64	0.18	12.71	0.00
K10217	dmpC, xylG, praB	"aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]"	5	0.05	469.57	0.03	0.67	0.00	1.64	0.00	466.05	0.05	1.21	0.00
K14647	vpr	"minor extracellular serine protease Vpr [EC:3.4.21.-]"	1	0.01	119.90	0.01	8.24	0.01	0.09	0.00	111.29	0.01	0.28	0.00
K18911	egtD	"L-histidine Nalpha-methyltransferase [EC:2.1.1.44]"	3	0.03	1888.92	0.12	325.55	0.25	585.32	0.27	87.24	0.01	890.80	0.29
K07657	phoB	"two-component system, OmpR family, phosphate regulon response regulator PhoB"	5	0.05	361.76	0.02	0.26	0.00	16.90	0.01	341.91	0.04	2.69	0.00
K02274	coxA, ctaD	"cytochrome c oxidase subunit I [EC:1.9.3.1]"	5	0.05	170.21	0.01	9.95	0.01	1.63	0.00	152.79	0.02	5.84	0.00
K03297	emrE, qac, mmr, smr	"small multidrug resistance pump"	1	0.01	42.14	0.00	0.24	0.00	16.39	0.01	23.21	0.00	2.31	0.00
K11633	yxdK	"two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]"	84	0.81	8796.05	0.56	709.25	0.55	1226.61	0.57	5074.78	0.55	1785.41	0.59
K09710	ybeB	"ribosome-associated protein"	3	0.03	198.84	0.01	2.70	0.00	0.76	0.00	194.88	0.02	0.50	0.00
K00798	MMAB, pduO	"cob(I)alamin adenosyltransferase [EC:2.5.1.17]"	2	0.02	114.46	0.01	18.13	0.01	1.31	0.00	92.05	0.01	2.97	0.00
K01945	purD	"phosphoribosylamine---glycine ligase [EC:6.3.4.13]"	15	0.14	1192.03	0.08	21.57	0.02	3.86	0.00	1160.29	0.13	6.31	0.00
K03074	secF	"preprotein translocase subunit SecF"	1	0.01	27.99	0.00	8.37	0.01	0.30	0.00	18.85	0.00	0.46	0.00
K00657	speG, SAT	"diamine N-acetyltransferase [EC:2.3.1.57]"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
K10195	togA	"oligogalacturonide transport system ATP-binding protein"	6	0.06	364.84	0.02	5.21	0.00	17.08	0.01	339.40	0.04	3.15	0.00
K07062	fitB	"toxin FitB [EC:3.1.-.-]"	1	0.01	72.38	0.00	0.00	0.00	0.02	0.00	72.33	0.01	0.03	0.00
K01027	OXCT	"3-oxoacid CoA-transferase [EC:2.8.3.5]"	3	0.03	295.87	0.02	2.41	0.00	4.41	0.00	287.70	0.03	1.34	0.00
K08685	qhpA	"quinohemoprotein amine dehydrogenase [EC:1.4.9.1]"	1	0.01	13.34	0.00	0.21	0.00	0.03	0.00	13.00	0.00	0.10	0.00
K02237	comEA	"competence protein ComEA"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K02613	paaE	"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
K11201	PTS-Fru2-EIIA	"PTS system, fructose-specific IIA-like component [EC:2.7.1.-]"	11	0.11	493.25	0.03	3.46	0.00	3.96	0.00	482.95	0.05	2.88	0.00
K08048	ADCY8	"adenylate cyclase 8 [EC:4.6.1.1]"	2	0.02	1796.57	0.11	283.16	0.22	587.11	0.27	28.03	0.00	898.26	0.30
K03934	NDUFS1	"NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2 1.6.99.3]"	7	0.07	933.26	0.06	0.95	0.00	2.33	0.00	926.99	0.10	2.98	0.00
K22589	thadh	"threo-3-hydroxy-L-aspartate ammonia-lyase [EC:4.3.1.16]"	2	0.02	42.81	0.00	0.20	0.00	0.28	0.00	42.21	0.00	0.11	0.00
K15905		""	4	0.04	639.38	0.04	0.03	0.00	1.52	0.00	636.41	0.07	1.42	0.00
K08484	PTS-EI.PTSP, ptsP	"phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]"	10	0.10	564.53	0.04	13.33	0.01	4.05	0.00	544.01	0.06	3.14	0.00
K09132	K09132	"uncharacterized protein"	1	0.01	72.73	0.00	0.00	0.00	0.02	0.00	72.68	0.01	0.03	0.00
K02724	psbZ	"photosystem II PsbZ protein"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
K00149	ALDH9A1	"aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
K02669	pilT	"twitching motility protein PilT"	3	0.03	52.14	0.00	0.14	0.00	0.37	0.00	48.78	0.01	2.85	0.00
K01890	FARSB, pheT	"phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]"	4	0.04	310.47	0.02	13.77	0.01	5.92	0.00	287.68	0.03	3.10	0.00
K12073	E3.1.2.28	"1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]"	2	0.02	1802.86	0.12	298.41	0.23	564.00	0.26	87.32	0.01	853.12	0.28
K04081	ibpB	"molecular chaperone IbpB"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
K02658	pilH	"twitching motility two-component system response regulator PilH"	3	0.03	142.74	0.01	0.24	0.00	0.14	0.00	142.23	0.02	0.13	0.00
K13890	gsiC	"glutathione transport system permease protein"	9	0.09	950.99	0.06	0.38	0.00	8.78	0.00	938.35	0.10	3.49	0.00
K01003	bcpA	"oxaloacetate decarboxylase [EC:4.1.1.112]"	1	0.01	13.76	0.00	0.27	0.00	0.03	0.00	13.32	0.00	0.15	0.00
K01409	KAE1, tsaD, QRI7	"N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]"	4	0.04	318.39	0.02	0.03	0.00	0.69	0.00	315.91	0.03	1.76	0.00
K05979	comB	"2-phosphosulfolactate phosphatase [EC:3.1.3.71]"	2	0.02	38.60	0.00	0.12	0.00	0.16	0.00	36.80	0.00	1.53	0.00
K06876	K06876	"deoxyribodipyrimidine photolyase-related protein"	3	0.03	57.98	0.00	0.28	0.00	3.27	0.00	53.57	0.01	0.85	0.00
K02338	dnaN	"DNA polymerase III subunit beta [EC:2.7.7.7]"	4	0.04	133.53	0.01	0.12	0.00	0.13	0.00	133.12	0.01	0.17	0.00
K03801	lipB	"lipoyl(octanoyl) transferase [EC:2.3.1.181]"	3	0.03	120.28	0.01	1.32	0.00	32.85	0.02	81.26	0.01	4.86	0.00
K06206	sfsA	"sugar fermentation stimulation protein A"	2	0.02	1855.61	0.12	282.94	0.22	587.10	0.27	87.36	0.01	898.20	0.30
K01424	E3.5.1.1, ansA, ansB	"L-asparaginase [EC:3.5.1.1]"	2	0.02	107.91	0.01	8.13	0.01	0.05	0.00	99.48	0.01	0.25	0.00
K21600	csoR, ricR	"CsoR family transcriptional regulator, copper-sensing transcriptional repressor"	3	0.03	106.51	0.01	0.10	0.00	0.10	0.00	104.75	0.01	1.57	0.00
K17222	soxA	"L-cysteine S-thiosulfotransferase [EC:2.8.5.2]"	1	0.01	209.74	0.01	0.01	0.00	0.50	0.00	208.87	0.02	0.36	0.00
K12776	MEK1	"meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
K06858	btuF	"vitamin B12 transport system substrate-binding protein"	2	0.02	73.23	0.00	0.00	0.00	0.14	0.00	71.64	0.01	1.46	0.00
K02902	RP-L28, MRPL28, rpmB	"large subunit ribosomal protein L28"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
K03595	era, ERAL1	"GTPase"	4	0.04	125.50	0.01	3.19	0.00	15.89	0.01	98.61	0.01	7.81	0.00
K07053	E3.1.3.97	"3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]"	1	0.01	13.43	0.00	0.00	0.00	0.03	0.00	11.90	0.00	1.50	0.00
K03496	parA, soj	"chromosome partitioning protein"	4	0.04	96.28	0.01	0.14	0.00	3.88	0.00	89.60	0.01	2.65	0.00
K02470	gyrB	"DNA gyrase subunit B [EC:5.6.2.2]"	2	0.02	38.83	0.00	0.12	0.00	0.12	0.00	37.08	0.00	1.51	0.00
K02314	dnaB	"replicative DNA helicase [EC:3.6.4.12]"	4	0.04	158.28	0.01	8.44	0.01	0.30	0.00	148.93	0.02	0.61	0.00
K03665	hflX	"GTPase"	3	0.03	287.12	0.02	7.87	0.01	0.50	0.00	276.83	0.03	1.91	0.00
K07089	K07089	"uncharacterized protein"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
K13001	wbyK	"mannosyltransferase [EC:2.4.1.-]"	3	0.03	237.62	0.02	0.33	0.00	0.62	0.00	236.13	0.03	0.55	0.00
K00527	rtpR	"ribonucleoside-triphosphate reductase (thioredoxin) [EC:1.17.4.2]"	8	0.08	409.79	0.03	18.68	0.01	0.62	0.00	387.87	0.04	2.63	0.00
K11717	sufS	"cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]"	7	0.07	472.34	0.03	12.54	0.01	0.66	0.00	458.29	0.05	0.86	0.00
K07680	comP	"two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]"	58	0.56	8638.57	0.55	978.48	0.76	1788.88	0.83	3195.34	0.35	2675.85	0.88
K03472	epd	"D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]"	1	0.01	27.75	0.00	0.00	0.00	0.00	0.00	27.75	0.00	0.00	0.00
K14448	mcd	"(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]"	29	0.28	1297.31	0.08	2.67	0.00	39.92	0.02	1242.93	0.14	11.80	0.00
K02038	pstA	"phosphate transport system permease protein"	6	0.06	222.02	0.01	0.24	0.00	0.35	0.00	218.10	0.02	3.33	0.00
K05111	EPHB2, ERK, DRT	"Eph receptor B2 [EC:2.7.10.1]"	12	0.12	609.50	0.04	3.27	0.00	1.44	0.00	603.71	0.07	1.08	0.00
