#Accession	Name	Function	Count	Count_pct	Abund	Abund_pct	Abund_DLM2	Abund_pct_DLM2	Abund_GEM2	Abund_pct_GEM2	Abund_LCM1	Abund_pct_LCM1	Abund_PLM2	Abund_pct_PLM2
TIGR03723	T6A_TsaD_YgjD	"tRNA threonylcarbamoyl adenosine modification protein TsaD"	4	0.04	318.39	0.02	0.03	0.00	0.69	0.00	315.91	0.03	1.76	0.00
TIGR00137	gid_trmFO	"tRNA:m(5)U-54 methyltransferase"	1	0.01	74.07	0.00	0.00	0.00	0.01	0.00	74.05	0.01	0.01	0.00
TIGR00631	uvrb	"excinuclease ABC subunit B"	4	0.04	165.96	0.01	7.22	0.01	3.59	0.00	153.26	0.02	1.89	0.00
TIGR00587	nfo	"apurinic endonuclease (APN1)"	2	0.02	53.88	0.00	2.37	0.00	0.02	0.00	50.07	0.01	1.42	0.00
TIGR00030	S21p	"ribosomal protein bS21"	3	0.03	233.40	0.01	9.92	0.01	1.78	0.00	217.28	0.02	4.42	0.00
TIGR03564	F420_MSMEG_4879	"F420-dependent oxidoreductase, MSMEG_4879 family"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR00083	ribF	"riboflavin biosynthesis protein RibF"	3	0.03	336.49	0.02	10.24	0.01	0.53	0.00	325.01	0.04	0.71	0.00
TIGR02067	his_9_HisN	"histidinol-phosphatase"	1	0.01	196.45	0.01	0.00	0.00	0.40	0.00	195.69	0.02	0.35	0.00
TIGR00580	mfd	"transcription-repair coupling factor"	4	0.04	323.83	0.02	2.38	0.00	0.45	0.00	319.27	0.03	1.74	0.00
TIGR01632	L11_bact	"ribosomal protein uL11"	2	0.02	268.39	0.02	0.01	0.00	0.44	0.00	267.59	0.03	0.35	0.00
TIGR00389	glyS_dimeric	"glycine--tRNA ligase"	1	0.01	25.03	0.00	0.13	0.00	0.10	0.00	24.72	0.00	0.09	0.00
TIGR02423	protocat_alph	"protocatechuate 3,4-dioxygenase, alpha subunit"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
TIGR00464	gltX_bact	"glutamate--tRNA ligase"	4	0.04	100.52	0.01	8.36	0.01	0.29	0.00	91.32	0.01	0.54	0.00
TIGR01161	purK	"phosphoribosylaminoimidazole carboxylase, ATPase subunit"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
TIGR00326	eubact_ribD	"riboflavin biosynthesis protein RibD"	6	0.06	336.48	0.02	21.35	0.02	11.68	0.01	268.64	0.03	34.81	0.01
TIGR01968	minD_bact	"septum site-determining protein MinD"	2	0.02	112.89	0.01	2.37	0.00	0.02	0.00	110.46	0.01	0.05	0.00
TIGR02437	FadB	"fatty oxidation complex, alpha subunit FadB"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
TIGR00815	sulP	"sulfate permease"	2	0.02	214.60	0.01	0.10	0.00	0.48	0.00	213.61	0.02	0.42	0.00
TIGR01445	intein_Nterm	"intein N-terminal splicing region"	1	0.01	70.45	0.00	0.00	0.00	0.03	0.00	70.38	0.01	0.04	0.00
TIGR03414	ABC_choline_bnd	"choline ABC transporter, periplasmic binding protein"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
TIGR01449	PGP_bact	"phosphoglycolate phosphatase, bacterial"	2	0.02	212.54	0.01	0.01	0.00	0.40	0.00	211.78	0.02	0.34	0.00
TIGR01651	CobT	"cobaltochelatase, CobT subunit"	2	0.02	234.73	0.01	0.06	0.00	3.67	0.00	229.95	0.03	1.05	0.00
TIGR00651	pta	"phosphate acetyltransferase"	2	0.02	63.34	0.00	2.37	0.00	0.03	0.00	59.49	0.01	1.45	0.00
TIGR01185	devC	"ABC exporter transmembrane subunit, DevC protein"	4	0.04	229.32	0.01	0.28	0.00	0.07	0.00	228.77	0.02	0.21	0.00
TIGR02944	suf_reg_Xantho	"FeS assembly SUF system regulator"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
TIGR01764	excise	"DNA binding domain, excisionase family"	2	0.02	37.85	0.00	0.10	0.00	0.09	0.00	36.19	0.00	1.48	0.00
TIGR01325	O_suc_HS_sulf	"O-succinylhomoserine sulfhydrylase"	2	0.02	46.02	0.00	0.10	0.00	0.07	0.00	45.75	0.00	0.10	0.00
TIGR01786	TonB-hemlactrns	"TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR00801	ncs2	"uracil-xanthine permease"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR03071	couple_hipA	"HipA N-terminal domain"	1	0.01	24.70	0.00	0.10	0.00	0.07	0.00	24.44	0.00	0.09	0.00
TIGR00390	hslU	"ATP-dependent protease HslVU, ATPase subunit"	4	0.04	346.57	0.02	17.67	0.01	5.15	0.00	319.65	0.03	4.10	0.00
TIGR03169	Nterm_to_SelD	"pyridine nucleotide-disulfide oxidoreductase family protein"	2	0.02	212.68	0.01	0.00	0.00	0.43	0.00	211.92	0.02	0.33	0.00
TIGR00204	dxs	"1-deoxy-D-xylulose-5-phosphate synthase"	4	0.04	378.79	0.02	20.51	0.02	44.70	0.02	255.13	0.03	58.43	0.02
TIGR00767	rho	"transcription termination factor Rho"	3	0.03	57.42	0.00	0.24	0.00	3.56	0.00	51.29	0.01	2.32	0.00
TIGR01036	pyrD_sub2	"dihydroorotate dehydrogenase (fumarate)"	1	0.01	9.65	0.00	0.00	0.00	0.00	0.00	9.65	0.00	0.00	0.00
TIGR01853	lipid_A_lpxD	"UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD"	1	0.01	191.30	0.01	0.01	0.00	0.40	0.00	190.55	0.02	0.34	0.00
TIGR03988	antisig_RsrA	"mycothiol system anti-sigma-R factor"	1	0.01	27.64	0.00	0.26	0.00	0.16	0.00	27.12	0.00	0.10	0.00
TIGR01726	HEQRo_perm_3TM	"amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"	5	0.05	147.56	0.01	2.73	0.00	0.20	0.00	144.41	0.02	0.23	0.00
TIGR01528	NMN_trans_PnuC	"nicotinamide mononucleotide transporter PnuC"	2	0.02	100.85	0.01	0.06	0.00	0.34	0.00	99.45	0.01	0.98	0.00
TIGR02392	rpoH_proteo	"alternative sigma factor RpoH"	1	0.01	42.83	0.00	0.30	0.00	16.61	0.01	23.61	0.00	2.31	0.00
TIGR00168	infC	"translation initiation factor IF-3"	6	0.06	487.34	0.03	15.54	0.01	4.45	0.00	464.28	0.05	3.07	0.00
TIGR01340	aconitase_mito	"aconitate hydratase, mitochondrial"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
TIGR00013	taut	"4-oxalocrotonate tautomerase family enzyme"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR00562	proto_IX_ox	"protoporphyrinogen oxidase"	3	0.03	67.71	0.00	2.37	0.00	0.02	0.00	62.21	0.01	3.11	0.00
TIGR03367	queuosine_QueD	"queuosine biosynthesis protein QueD"	2	0.02	238.15	0.02	12.04	0.01	40.30	0.02	128.96	0.01	56.86	0.02
TIGR02666	moaA	"molybdenum cofactor biosynthesis protein A"	2	0.02	295.46	0.02	7.98	0.01	0.71	0.00	285.86	0.03	0.91	0.00
TIGR02334	prpF	"probable AcnD-accessory protein PrpF"	1	0.01	62.26	0.00	0.00	0.00	0.17	0.00	62.06	0.01	0.02	0.00
TIGR00675	dcm	"DNA (cytosine-5-)-methyltransferase"	1	0.01	64.16	0.00	0.77	0.00	0.81	0.00	61.40	0.01	1.17	0.00
TIGR02388	rpoC2_cyan	"DNA-directed RNA polymerase, beta'' subunit"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR01549	HAD-SF-IA-v1	"HAD hydrolase, family IA, variant 1"	16	0.15	2448.94	0.16	335.47	0.26	585.98	0.27	637.27	0.07	890.23	0.29
TIGR00691	spoT_relA	"RelA/SpoT family protein"	3	0.03	71.29	0.00	2.37	0.00	0.02	0.00	67.44	0.01	1.46	0.00
TIGR01104	V_PPase	"V-type H(+)-translocating pyrophosphatase"	2	0.02	117.69	0.01	4.85	0.00	3.58	0.00	108.79	0.01	0.47	0.00
TIGR02082	metH	"methionine synthase"	2	0.02	105.48	0.01	20.89	0.02	22.86	0.01	43.70	0.00	18.04	0.01
TIGR02757	TIGR02757	"TIGR02757 family protein"	1	0.01	27.87	0.00	10.00	0.01	1.26	0.00	13.88	0.00	2.73	0.00
TIGR01067	rplN_bact	"ribosomal protein uL14"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR01696	deoB	"phosphopentomutase"	2	0.02	127.32	0.01	10.49	0.01	0.06	0.00	116.49	0.01	0.28	0.00
TIGR00838	argH	"argininosuccinate lyase"	9	0.09	381.12	0.02	14.30	0.01	10.19	0.00	352.38	0.04	4.25	0.00
TIGR01488	HAD-SF-IB	"HAD phosphoserine phosphatase-like hydrolase, family IB"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
TIGR01339	phycocy_beta	"phycocyanin, beta subunit"	2	0.02	1852.73	0.12	282.94	0.22	587.10	0.27	84.49	0.01	898.19	0.30
TIGR00113	queA	"S-adenosylmethionine:tRNA ribosyltransferase-isomerase"	4	0.04	157.58	0.01	3.58	0.00	0.44	0.00	151.86	0.02	1.71	0.00
TIGR03594	GTPase_EngA	"ribosome-associated GTPase EngA"	5	0.05	428.84	0.03	15.39	0.01	4.03	0.00	408.31	0.04	1.12	0.00
TIGR00531	BCCP	"acetyl-CoA carboxylase, biotin carboxyl carrier protein"	4	0.04	182.59	0.01	10.73	0.01	16.46	0.01	151.40	0.02	4.00	0.00
TIGR03494	salicyl_syn	"salicylate synthase"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
TIGR00450	mnmE_trmE_thdF	"tRNA modification GTPase TrmE"	1	0.01	30.93	0.00	0.03	0.00	3.52	0.00	26.54	0.00	0.84	0.00
TIGR00271	TIGR00271	"uncharacterized hydrophobic domain"	1	0.01	72.80	0.00	0.00	0.00	0.01	0.00	72.76	0.01	0.02	0.00
TIGR00257	IMPACT_YIGZ	"uncharacterized protein, YigZ family"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR01064	pyruv_kin	"pyruvate kinase"	4	0.04	243.24	0.02	10.14	0.01	0.11	0.00	232.64	0.03	0.36	0.00
TIGR01282	nifD	"nitrogenase molybdenum-iron protein alpha chain"	1	0.01	72.42	0.00	0.01	0.00	0.04	0.00	72.35	0.01	0.02	0.00
TIGR02652	TIGR02652	"TIGR02652 family protein"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR01800	cit_synth_II	"2-methylcitrate synthase/citrate synthase II"	3	0.03	240.21	0.02	7.76	0.01	0.22	0.00	231.88	0.03	0.34	0.00
TIGR04103	rSAM_nif11_3	"nif11-class peptide radical SAM maturase 3"	1	0.01	71.59	0.00	0.00	0.00	0.01	0.00	71.56	0.01	0.02	0.00
TIGR03082	Gneg_AbrB_dup	"membrane protein AbrB duplication"	2	0.02	244.76	0.02	0.02	0.00	0.80	0.00	243.46	0.03	0.48	0.00
TIGR02032	GG-red-SF	"geranylgeranyl reductase family"	2	0.02	38.15	0.00	0.05	0.00	3.19	0.00	32.83	0.00	2.08	0.00
TIGR01978	sufC	"FeS assembly ATPase SufC"	3	0.03	230.04	0.01	0.01	0.00	0.44	0.00	229.17	0.02	0.41	0.00
TIGR00242	TIGR00242	"division/cell wall cluster transcriptional repressor MraZ"	3	0.03	77.75	0.00	10.09	0.01	0.11	0.00	67.23	0.01	0.31	0.00
TIGR03188	histidine_hisI	"phosphoribosyl-ATP diphosphatase"	2	0.02	111.35	0.01	0.00	0.00	0.02	0.00	111.30	0.01	0.03	0.00
TIGR02374	nitri_red_nirB	"nitrite reductase [NAD(P)H], large subunit"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR03617	F420_MSMEG_2256	"probable F420-dependent oxidoreductase, MSMEG_2256 family"	1	0.01	13.57	0.00	0.23	0.00	0.01	0.00	13.23	0.00	0.10	0.00
TIGR00070	hisG	"ATP phosphoribosyltransferase"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
TIGR03800	PLP_synth_Pdx2	"pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
TIGR00385	dsbE	"periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily"	1	0.01	61.65	0.00	0.00	0.00	0.14	0.00	61.46	0.01	0.04	0.00
TIGR01697	PNPH-PUNA-XAPA	"inosine/guanosine/xanthosine phosphorylase family"	2	0.02	127.32	0.01	10.49	0.01	0.06	0.00	116.49	0.01	0.28	0.00
TIGR00482	TIGR00482	"nicotinate (nicotinamide) nucleotide adenylyltransferase"	4	0.04	211.97	0.01	2.70	0.00	0.78	0.00	206.58	0.02	1.92	0.00
TIGR00549	mevalon_kin	"mevalonate kinase"	1	0.01	49.69	0.00	2.47	0.00	0.00	0.00	47.19	0.01	0.04	0.00
TIGR00615	recR	"recombination protein RecR"	3	0.03	115.59	0.01	9.97	0.01	4.68	0.00	97.52	0.01	3.43	0.00
TIGR00236	wecB	"UDP-N-acetylglucosamine 2-epimerase"	1	0.01	37.25	0.00	0.78	0.00	0.04	0.00	36.21	0.00	0.22	0.00
TIGR01066	rplM_bact	"ribosomal protein uL13"	3	0.03	1852.84	0.12	325.83	0.25	588.51	0.27	48.37	0.01	890.14	0.29
TIGR01409	TAT_signal_seq	"Tat (twin-arginine translocation) pathway signal sequence"	7	0.07	685.55	0.04	0.25	0.00	5.01	0.00	677.07	0.07	3.22	0.00
TIGR01828	pyru_phos_dikin	"pyruvate, phosphate dikinase"	1	0.01	25.63	0.00	0.02	0.00	3.34	0.00	21.51	0.00	0.75	0.00
TIGR01494	ATPase_P-type	"HAD ATPase, P-type, family IC"	4	0.04	195.83	0.01	9.92	0.01	1.42	0.00	181.74	0.02	2.75	0.00
TIGR01957	nuoB_fam	"NADH-quinone oxidoreductase, B subunit"	3	0.03	293.88	0.02	0.92	0.00	0.81	0.00	290.59	0.03	1.56	0.00
TIGR01459	HAD-SF-IIA-hyp4	"HAD hydrolase, TIGR01459 family"	1	0.01	217.06	0.01	0.01	0.00	0.47	0.00	216.16	0.02	0.42	0.00
TIGR00253	RNA_bind_YhbY	"putative RNA-binding protein, YhbY family"	2	0.02	100.97	0.01	2.37	0.00	0.13	0.00	98.40	0.01	0.08	0.00
TIGR03533	L3_gln_methyl	"protein-(glutamine-N5) methyltransferase, ribosomal protein L3-specific"	1	0.01	21.24	0.00	0.00	0.00	0.00	0.00	21.23	0.00	0.00	0.00
TIGR01885	Orn_aminotrans	"ornithine--oxo-acid transaminase"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
TIGR01990	bPGM	"beta-phosphoglucomutase"	2	0.02	99.58	0.01	0.12	0.00	0.12	0.00	99.24	0.01	0.09	0.00
TIGR00829	FRU	"PTS system, Fru family, IIB component"	1	0.01	22.08	0.00	0.00	0.00	0.00	0.00	22.07	0.00	0.01	0.00
TIGR02571	ComEB	"ComE operon protein 2"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR00499	lysS_bact	"lysine--tRNA ligase"	1	0.01	50.21	0.00	2.37	0.00	0.01	0.00	47.79	0.01	0.04	0.00
TIGR04011	poly_gGlu_PgsC	"poly-gamma-glutamate biosynthesis protein PgsC"	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
TIGR00330	glpX	"fructose-1,6-bisphosphatase, class II"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR01091	upp	"uracil phosphoribosyltransferase"	2	0.02	58.56	0.00	0.78	0.00	0.04	0.00	57.52	0.01	0.22	0.00
TIGR01945	rnfC	"electron transport complex, RnfABCDGE type, C subunit"	2	0.02	99.39	0.01	4.93	0.00	0.00	0.00	94.38	0.01	0.07	0.00
TIGR01679	bact_FAD_ox	"FAD-linked oxidoreductase"	1	0.01	41.89	0.00	1.18	0.00	0.06	0.00	40.37	0.00	0.28	0.00
TIGR00577	fpg	"DNA-formamidopyrimidine glycosylase"	3	0.03	159.43	0.01	10.13	0.01	0.11	0.00	147.53	0.02	1.66	0.00
TIGR00093	TIGR00093	"pseudouridine synthase"	6	0.06	466.24	0.03	16.13	0.01	4.05	0.00	444.78	0.05	1.29	0.00
TIGR04494	c550_PedF	"cytochrome c-550 PedF"	1	0.01	204.63	0.01	0.01	0.00	0.65	0.00	203.32	0.02	0.64	0.00
TIGR01308	rpmD_bact	"ribosomal protein uL30"	1	0.01	13.13	0.00	0.00	0.00	0.02	0.00	11.70	0.00	1.41	0.00
TIGR02515	IV_pilus_PilQ	"type IV pilus secretin PilQ"	1	0.01	66.73	0.00	0.00	0.00	0.15	0.00	66.54	0.01	0.04	0.00
TIGR03686	pupylate_PafA	"Pup--protein ligase"	1	0.01	50.96	0.00	4.85	0.00	3.43	0.00	42.25	0.00	0.43	0.00
TIGR01537	portal_HK97	"phage portal protein, HK97 family"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR01024	rplS_bact	"ribosomal protein bL19"	4	0.04	174.86	0.01	0.05	0.00	4.01	0.00	168.64	0.02	2.17	0.00
TIGR00974	3a0107s02c	"phosphate ABC transporter, permease protein PstA"	3	0.03	111.01	0.01	0.12	0.00	0.18	0.00	109.05	0.01	1.67	0.00
TIGR03044	PS_II_psb27	"photosystem II protein Psb27"	1	0.01	1814.06	0.12	325.55	0.25	585.16	0.27	14.02	0.00	889.33	0.29
TIGR01946	rnfD	"electron transport complex, RnfABCDGE type, D subunit"	2	0.02	99.39	0.01	4.93	0.00	0.00	0.00	94.38	0.01	0.07	0.00
TIGR00071	hisT_truA	"tRNA pseudouridine(38-40) synthase"	3	0.03	1891.15	0.12	325.58	0.25	585.24	0.27	90.93	0.01	889.40	0.29
TIGR01082	murC	"UDP-N-acetylmuramate--L-alanine ligase"	5	0.05	307.64	0.02	3.56	0.00	3.84	0.00	298.81	0.03	1.44	0.00
TIGR02262	benz_CoA_lig	"benzoate-CoA ligase family"	1	0.01	92.95	0.01	0.00	0.00	0.04	0.00	92.89	0.01	0.02	0.00
TIGR01016	sucCoAbeta	"succinate-CoA ligase, beta subunit"	1	0.01	61.15	0.00	0.00	0.00	0.15	0.00	60.99	0.01	0.01	0.00
TIGR02968	succ_dehyd_anc	"succinate dehydrogenase, hydrophobic membrane anchor protein"	2	0.02	247.68	0.02	0.14	0.00	4.17	0.00	241.87	0.03	1.50	0.00
TIGR01855	IMP_synth_hisH	"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit"	3	0.03	225.41	0.01	0.02	0.00	3.99	0.00	220.18	0.02	1.22	0.00
TIGR01034	metK	"methionine adenosyltransferase"	3	0.03	82.18	0.01	2.57	0.00	0.01	0.00	79.52	0.01	0.08	0.00
TIGR02216	phage_TIGR02216	"phage conserved hypothetical protein"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR01228	hutU	"urocanate hydratase"	1	0.01	27.05	0.00	0.01	0.00	3.50	0.00	22.65	0.00	0.88	0.00
TIGR02456	treS_nterm	"trehalose synthase"	2	0.02	115.96	0.01	1.19	0.00	0.06	0.00	114.42	0.01	0.29	0.00
TIGR00427	TIGR00427	"membrane protein, MarC family"	1	0.01	38.98	0.00	0.00	0.00	0.00	0.00	38.97	0.00	0.01	0.00
TIGR00118	acolac_lg	"acetolactate synthase, large subunit, biosynthetic type"	1	0.01	92.16	0.01	0.32	0.00	0.58	0.00	90.77	0.01	0.49	0.00
TIGR01133	murG	"undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR01338	phycocy_alpha	"phycocyanin, alpha subunit"	2	0.02	1852.73	0.12	282.94	0.22	587.10	0.27	84.49	0.01	898.19	0.30
TIGR04121	DEXH_lig_assoc	"DEXH box helicase, DNA ligase-associated"	2	0.02	1974.13	0.13	282.95	0.22	587.53	0.27	205.08	0.02	898.57	0.30
TIGR01708	typeII_sec_gspH	"type II secretion system protein H"	2	0.02	133.31	0.01	0.07	0.00	0.49	0.00	131.73	0.01	1.02	0.00
TIGR00219	mreC	"rod shape-determining protein MreC"	2	0.02	114.80	0.01	2.37	0.00	0.01	0.00	112.37	0.01	0.05	0.00
TIGR00414	serS	"serine--tRNA ligase"	2	0.02	82.74	0.01	2.77	0.00	0.00	0.00	79.86	0.01	0.12	0.00
TIGR02241	TIGR02241	"conserved hypothetical phage tail region protein"	2	0.02	49.41	0.00	0.19	0.00	0.14	0.00	48.89	0.01	0.18	0.00
TIGR03408	urea_trans_UrtC	"urea ABC transporter, permease protein UrtC"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR00357	TIGR00357	"methionine-R-sulfoxide reductase"	4	0.04	201.23	0.01	10.53	0.01	16.67	0.01	171.43	0.02	2.60	0.00
TIGR00493	clpP	"ATP-dependent Clp endopeptidase, proteolytic subunit ClpP"	1	0.01	80.91	0.01	0.00	0.00	0.05	0.00	80.82	0.01	0.04	0.00
TIGR01543	proheadase_HK97	"phage prohead protease, HK97 family"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR00552	nadE	"NAD+ synthetase"	4	0.04	231.69	0.01	10.56	0.01	16.60	0.01	201.92	0.02	2.61	0.00
TIGR00564	trpE_most	"anthranilate synthase component I"	2	0.02	35.14	0.00	0.00	0.00	0.02	0.00	33.70	0.00	1.42	0.00
TIGR01297	CDF	"cation diffusion facilitator family transporter"	2	0.02	77.56	0.00	12.47	0.01	1.26	0.00	61.07	0.01	2.76	0.00
TIGR02022	hutF	"formiminoglutamate deiminase"	2	0.02	93.78	0.01	0.01	0.00	3.65	0.00	89.19	0.01	0.92	0.00
TIGR00170	leuC	"3-isopropylmalate dehydratase, large subunit"	1	0.01	25.47	0.00	0.12	0.00	0.14	0.00	25.10	0.00	0.12	0.00
TIGR00979	fumC_II	"fumarate hydratase, class II"	1	0.01	190.91	0.01	0.01	0.00	0.44	0.00	190.05	0.02	0.40	0.00
TIGR01127	ilvA_1Cterm	"threonine ammonia-lyase"	1	0.01	13.71	0.00	0.00	0.00	0.01	0.00	12.23	0.00	1.46	0.00
TIGR00243	Dxr	"1-deoxy-D-xylulose 5-phosphate reductoisomerase"	3	0.03	134.51	0.01	17.66	0.01	5.06	0.00	108.00	0.01	3.78	0.00
TIGR01068	thioredoxin	"thioredoxin"	7	0.07	547.52	0.03	0.39	0.00	8.24	0.00	536.26	0.06	2.63	0.00
TIGR02037	degP_htrA_DO	"peptidase Do"	2	0.02	84.38	0.01	0.06	0.00	4.01	0.00	79.37	0.01	0.95	0.00
TIGR01777	yfcH	"TIGR01777 family protein"	1	0.01	25.40	0.00	0.12	0.00	0.10	0.00	25.07	0.00	0.11	0.00
TIGR03047	PS_II_psb28	"photosystem II reaction center protein Psb28"	1	0.01	1729.70	0.11	298.41	0.23	563.99	0.26	14.22	0.00	853.09	0.28
TIGR00158	L9	"ribosomal protein bL9"	3	0.03	122.28	0.01	7.59	0.01	0.24	0.00	114.09	0.01	0.37	0.00
TIGR01796	CM_mono_aroH	"chorismate mutase"	2	0.02	123.69	0.01	4.85	0.00	3.45	0.00	114.93	0.01	0.46	0.00
TIGR01552	phd_fam	"prevent-host-death family protein"	4	0.04	211.65	0.01	0.54	0.00	0.68	0.00	209.81	0.02	0.62	0.00
TIGR01292	TRX_reduct	"thioredoxin-disulfide reductase"	4	0.04	305.58	0.02	2.59	0.00	0.60	0.00	300.42	0.03	1.97	0.00
TIGR00234	tyrS	"tyrosine--tRNA ligase"	5	0.05	845.28	0.05	60.52	0.05	378.19	0.18	317.71	0.03	88.85	0.03
TIGR00117	acnB	"aconitate hydratase 2"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR02126	phgtail_TP901_1	"phage major tail protein, TP901-1 family"	1	0.01	216.75	0.01	0.12	0.00	0.65	0.00	215.33	0.02	0.66	0.00
TIGR01072	murA	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase"	1	0.01	13.15	0.00	0.26	0.00	0.00	0.00	12.83	0.00	0.06	0.00
TIGR02692	tRNA_CCA_actino	"CCA tRNA nucleotidyltransferase"	1	0.01	25.68	0.00	0.12	0.00	0.11	0.00	25.33	0.00	0.13	0.00
TIGR01930	AcCoA-C-Actrans	"acetyl-CoA C-acyltransferase"	16	0.15	613.49	0.04	3.16	0.00	31.24	0.01	570.05	0.06	9.05	0.00
TIGR01736	FGAM_synth_II	"phosphoribosylformylglycinamidine synthase II"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
TIGR01103	fliP	"flagellar biosynthetic protein FliP"	2	0.02	69.27	0.00	0.03	0.00	3.61	0.00	64.88	0.01	0.76	0.00
TIGR01811	sdhA_Bsu	"succinate dehydrogenase or fumarate reductase, flavoprotein subunit"	1	0.01	36.00	0.00	0.85	0.00	0.07	0.00	34.84	0.00	0.24	0.00
TIGR00329	gcp_kae1	"metallohydrolase, glycoprotease/Kae1 family"	4	0.04	318.39	0.02	0.03	0.00	0.69	0.00	315.91	0.03	1.76	0.00
TIGR02023	BchP-ChlP	"geranylgeranyl reductase"	2	0.02	38.15	0.00	0.05	0.00	3.19	0.00	32.83	0.00	2.08	0.00
TIGR00092	TIGR00092	"GTP-binding protein YchF"	2	0.02	78.82	0.01	14.85	0.01	4.68	0.00	56.14	0.01	3.16	0.00
TIGR01033	TIGR01033	"DNA-binding regulatory protein, YebC/PmpR family"	3	0.03	251.65	0.02	1.21	0.00	0.70	0.00	247.77	0.03	1.97	0.00
TIGR01668	YqeG_hyp_ppase	"HAD phosphatase, family IIIA"	1	0.01	40.73	0.00	2.37	0.00	0.00	0.00	38.32	0.00	0.04	0.00
TIGR00517	acyl_carrier	"acyl carrier protein"	3	0.03	1825.40	0.12	300.81	0.23	564.11	0.26	107.27	0.01	853.20	0.28
TIGR02254	YjjG/YfnB	"noncanonical pyrimidine nucleotidase, YjjG family"	1	0.01	17.05	0.00	0.00	0.00	0.00	0.00	17.05	0.00	0.00	0.00
TIGR00019	prfA	"peptide chain release factor 1"	4	0.04	1925.49	0.12	325.55	0.25	585.29	0.27	123.86	0.01	890.78	0.29
TIGR00363	TIGR00363	"lipoprotein, YaeC family"	1	0.01	21.31	0.00	0.00	0.00	0.00	0.00	21.31	0.00	0.01	0.00
TIGR02122	TRAP_TAXI	"TRAP transporter solute receptor, TAXI family"	5	0.05	506.91	0.03	0.31	0.00	17.49	0.01	486.08	0.05	3.03	0.00
TIGR00473	pssA	"CDP-diacylglycerol-serine O-phosphatidyltransferase"	1	0.01	37.23	0.00	0.91	0.00	0.06	0.00	36.09	0.00	0.18	0.00
